Site	Library_ID	avg_gc_map	avg_rl_map	avg_gc_unmap	avg_rl_unmap	avg_gc_map_10M	avg_rl_map_10M	avg_gc_unmap_10M	avg_rl_unmap_10M	avg_gc_map_75bp	avg_rl_map_75bp	avg_gc_unmap_75bp	avg_rl_unmap_75bp
Middenbeemster	MID063.A0101	49.0658636876107	67.2051627246915	46	67.6311394216931	49.0658636876107	67.2051627246915	46	67.6311394216931	47	54.1603358583739	46	52.6947729619796
Middenbeemster	MID064.A0101	50.3387677636573	65.3183394223027	46	67.0074736188348	50.3387677636573	65.3183394223027	46	67.0074736188348	45	53.3323114396234	47	52.4685889606362
Middenbeemster	MID065.A0101	46.7204751073408	66.8639785119005	46	70.1148858579433	46	66.5079172918382	46	70.1180139958211	46	53.5425490954376	46	53.6305355913296
Middenbeemster	MID066.A0101	55.1942565379265	67.2846217227041	50	67.5693050298045	55.1942565379265	67.2846217227041	50	67.5693050298045	54	53.03375399546	50	52.2894381227496
Middenbeemster	MID067.A0101	53.5324794335095	64.913725134046	47	66.9433856479134	53.5324794335095	64.913725134046	47	66.9433856479134	51	51.717451121293	46	52.1072571271609
Middenbeemster	MID068.A0101	54.2306838657159	67.0991095965803	49	66.1741336697018	54.2306838657159	67.0991095965803	49	66.1741336697018	52	52.5512299371983	49	51.5464642484552
Middenbeemster	MID068.B0101	44.0494123255643	60.1649876347089	44	59.3933525663766	44.0494123255643	60.1649876347089	44	59.3933525663766	43	50.0272550238112	43	49.1062547962035
Middenbeemster	MID070.A0101	50.1201914525369	67.5726063944737	51	65.6128285655476	49	66.8283233377468	51	65.6133671320987	49	52.3946153362898	50	51.192096112115
Middenbeemster	MID071.A0101	50.9611403104916	65.9379434151208	50	66.6620285776958	52	65.6084729876046	50	66.6643774032324	52	52.0572853937988	51	51.5652190206862
Middenbeemster	MID072.A0101	50.5940515101551	67.6068054649378	48	69.9395028372182	49	69.1833199536678	48	69.9498433669488	48	53.8268167121246	47	53.7042817628663
Middenbeemster	MID073.A0101	50.2005629103444	69.981492781878	51	69.1127687216449	50	68.7586596361267	51	69.137060558631	50	53.6984709348382	51	53.1641741086489
Middenbeemster	MID074.A0101	56.2464450995388	66.1698903411412	53	68.6604552660138	56.2464450995388	66.1698903411412	53	68.6604552660138	54	52.6532420170107	53	52.6732994955969
Middenbeemster	MID075.A0101	50.741149479284	63.1161743993087	46	66.0353936597061	50.741149479284	63.1161743993087	46	66.0353936597061	47	51.9836318014712	46	51.6972037891039
Middenbeemster	MID076.A0101	52.3855962627223	65.1337925539223	48	65.8682505023287	52.3855962627223	65.1337925539223	48	65.8682505023287	48	52.2103621636489	47	51.5009072547839
Middenbeemster	MID077.A0101	52.8971368675896	65.9651499114728	52	69.5136763390187	53	65.6230371013119	52	69.5646352399666	54	52.2825037832303	52	52.509066423039
Middenbeemster	MID078.A0101	51.611804039945	70.0737342872758	49	71.9244330497224	51.611804039945	70.0737342872758	49	71.9244330497224	51	54.2075484871468	50	53.8372598457472
Middenbeemster	MID079.A0101	47.6459803852033	72.9388498361025	44	72.8177378263862	47.6459803852033	72.9388498361025	44	72.8177378263862	46	54.9268749158577	44	54.4750055767127
Middenbeemster	MID080.A0101	50.7625298201691	71.1794636182389	50	69.5969075511085	50.7625298201691	71.1794636182389	50	69.5969075511085	50	54.1999797442625	50	52.8765021211519
Middenbeemster	MID081.A0101	54.8521267176988	64.3496782967715	51	67.2022805653232	54.8521267176988	64.3496782967715	51	67.2022805653232	53	52.4039324043847	50	51.9835727865085
Middenbeemster	MID082.A0101	53.2084314276733	66.207889227877	46	65.0622300839225	51	66.0088569041927	46	65.0788401593924	51	52.2972678198792	46	51.1271717930223
Middenbeemster	MID083.A0101	52.5530673382633	68.3788140186015	48	65.0694389379447	52	67.2846953237582	48	65.0732669450905	51	52.5081636342949	48	50.846598761573
Middenbeemster	MID084.A0101	53.8637116934504	66.5007180244844	52	68.2943292725476	52	68.7233595487758	52	68.3275541870685	51	53.655933062747	51	52.5803010118734
Middenbeemster	MID085.A0101	53.7022319544284	67.0391885316771	51	66.6574345809001	53	66.1512370470401	51	66.7078451732518	53	52.272789199965	50	51.6838420805443
Middenbeemster	MID086.A0101	54.5480631888455	68.2933630534717	52	70.1923895153516	54.5480631888455	68.2933630534717	52	70.1923895153516	53	54.1351168702239	52	53.726457376147
Middenbeemster	MID087.A0101	51.4269600403006	70.7450768265199	48	68.6188699417928	51.4269600403006	70.7450768265199	48	68.6188699417928	52	54.2188156768688	48	52.6429467026368
Middenbeemster	MID088.A0101	50.6565258003803	69.7470026319938	50	70.9714237908365	46	70.773835200975	50	71.0041476492721	47	54.826329758151	50	53.9868279145288
Middenbeemster	MID089.A0101	53.7327712471024	64.4639250322422	49	66.0097185185185	53.7327712471024	64.4639250322422	49	66.0097185185185	50	52.3255988086005	49	51.6480617871242
Middenbeemster	MID090.A0101	52.2588410288831	71.0346196621508	50	71.1118222682991	52.2588410288831	71.0346196621508	50	71.1118222682991	53	54.4100445927574	50	53.9256366933848
Middenbeemster	MID091.A0101	50.8837220651676	63.9926336777358	47	62.9500971476139	46	65.3792620088093	48	63.011856616715	44	52.360619510771	47	50.3883738129411
Middenbeemster	MID092.A0101	47.8199664267246	67.2679664147106	46	67.1724891953762	45	68.3109344117638	46	67.1801302886832	45	53.4604517637582	46	52.2037472087754
Middenbeemster	MID093.A0101	54.6871434341309	69.4786853834588	49	70.9203054837287	53	70.496190534921	50	70.951306902653	53	55.4980380790743	49	54.6652981854947
Middenbeemster	MID094.A0101	50.6097360287531	70.0292380964703	50	69.635477781147	52	69.8979699599964	50	69.6555583841801	52	54.3805666088135	50	53.3866881534609
Middenbeemster	MID097.A0101	51.0604384974092	62.7967522383391	47	65.105427165958	49	63.6829608932111	47	65.1109420763282	49	51.5110860212595	47	51.2807638860516
Middenbeemster	MID101.A0101	48.6052904611158	66.5362717026705	47	66.5090931599759	48.6052904611158	66.5362717026705	47	66.5090931599759	48	52.7089313441363	47	52.3271742278131
Middenbeemster	MID102.A0101	50.7236506407662	63.3410751330975	47	65.5306645166383	48	63.9856660016278	47	65.5310148241364	48	51.7888195301385	46	51.7104615033655
