#Datasets	CMB001.A0101.unmapped.75bp	CMB002.A0101.unmapped.75bp	CMB003.A0101.unmapped.75bp	CMB004.A0101.unmapped.75bp	CMB005.A0101.unmapped.75bp	CMB006.A0101.unmapped.75bp	CMB007.A0101.unmapped.75bp	CMB008.A0101.unmapped.75bp	CS01.unmapped.75bp	CS02.unmapped.75bp	CS03.unmapped.75bp	CS04.unmapped.75bp	CS07.unmapped.75bp	CS08.unmapped.75bp	CS09.unmapped.75bp	CS10.unmapped.75bp	CS11.unmapped.75bp	CS12.unmapped.75bp	CS13.unmapped.75bp	CS14.unmapped.75bp	CS15.unmapped.75bp	CS16.unmapped.75bp	CS17.unmapped.75bp	CS18.unmapped.75bp	CS19.unmapped.75bp	CS20.unmapped.75bp	CS21.unmapped.75bp	CS22.unmapped.75bp	CS23.unmapped.75bp	CS24.unmapped.75bp	CS26.unmapped.75bp	CS27.unmapped.75bp	CS28.unmapped.75bp	CS29.unmapped.75bp	CS30.unmapped.75bp	CS31.unmapped.75bp	CS32.unmapped.75bp	CS33.unmapped.75bp	CS34.unmapped.75bp	CS35.unmapped.75bp	CS36.unmapped.75bp	CS37.unmapped.75bp	CS38.unmapped.75bp	CS39.unmapped.75bp	CS40.unmapped.75bp	CS42.unmapped.75bp	CS43.unmapped.75bp	CS44.unmapped.75bp	CS45.unmapped.75bp	CS46.unmapped.75bp	CS47.unmapped.75bp	CS48.unmapped.75bp	ELR003.A0101.unmapped.75bp	ELR004.A0101.unmapped.75bp	ELR006.A0101.unmapped.75bp	ELR008.A0101.unmapped.75bp	ELR010.A0101.unmapped.75bp	IVE002.B0101.unmapped.75bp	IVE003.A0101.unmapped.75bp	IVE005.A0101.unmapped.75bp	IVE005.B0101.unmapped.75bp	IVE007.B0101.unmapped.75bp	JAE006.A0101.unmapped.75bp	JAE007.A0101.unmapped.75bp	JAE008.A0101.unmapped.75bp	JAE009.A0101.unmapped.75bp	JAE010.A0101.unmapped.75bp	JAE012.A0101.unmapped.75bp	JAE013.A0101.unmapped.75bp	JAE014.A0101.unmapped.75bp	JAE015.A0101.unmapped.75bp	JAE016.A0101.unmapped.75bp	KT01calc.unmapped.75bp	KT02calc.unmapped.75bp	KT03calc.unmapped.75bp	KT04calc.unmapped.75bp	KT05calc.unmapped.75bp	KT06calc.unmapped.75bp	KT07calc.unmapped.75bp	KT08calc.unmapped.75bp	KT09calc.unmapped.75bp	KT10calc.unmapped.75bp	KT11calc.unmapped.75bp	KT12calc.unmapped.75bp	KT13calc.unmapped.75bp	KT14calc.unmapped.75bp	KT15calc.unmapped.75bp	KT16calc.unmapped.75bp	KT17calc.unmapped.75bp	KT18calc.unmapped.75bp	KT19calc.unmapped.75bp	KT20calc.unmapped.75bp	KT21calc.unmapped.75bp	KT22calc.unmapped.75bp	KT23calc.unmapped.75bp	KT24calc.unmapped.75bp	KT25calc.unmapped.75bp	KT26calc.unmapped.75bp	KT27calc.unmapped.75bp	KT28calc.unmapped.75bp	KT29calc.unmapped.75bp	KT30calc.unmapped.75bp	KT31calc.unmapped.75bp	KT32calc.unmapped.75bp	KT33calc.unmapped.75bp	KT34calc.unmapped.75bp	KT35calc.unmapped.75bp	KT36calc.unmapped.75bp	MID022.A0101.unmapped.75bp	MID023.A0101.unmapped.75bp	MID024.A0101.unmapped.75bp	MID025.A0101.unmapped.75bp	MID026.A0101.unmapped.75bp	MID027.A0101.unmapped.75bp	MID028.A0101.unmapped.75bp	MID029.A0101.unmapped.75bp	MID030.A0101.unmapped.75bp	MID031.A0101.unmapped.75bp	MID032.A0101.unmapped.75bp	MID033.A0101.unmapped.75bp	MID034.A0101.unmapped.75bp	MID035.A0101.unmapped.75bp	MID036.A0101.unmapped.75bp	MID037.A0101.unmapped.75bp	MID038.A0101.unmapped.75bp	MID039.A0101.unmapped.75bp	MID040.A0101.unmapped.75bp	MID041.A0101.unmapped.75bp	MID042.A0101.unmapped.75bp	MID043.A0101.unmapped.75bp	MID044.A0101.unmapped.75bp	MID045.A0101.unmapped.75bp	MID046.A0101.unmapped.75bp	MID047.A0101.unmapped.75bp	MID048.A0101.unmapped.75bp	MID049.A0101.unmapped.75bp	MID050.A0101.unmapped.75bp	MID051.A0101.unmapped.75bp	MID052.A0101.unmapped.75bp	MID053.A0101.unmapped.75bp	MID054.A0101.unmapped.75bp	MID055.A0101.unmapped.75bp	MID056.A0101.unmapped.75bp	MID057.A0101.unmapped.75bp	MID058.A0101.unmapped.75bp	MID059.A0101.unmapped.75bp	MID060.A0101.unmapped.75bp	MID061.A0101.unmapped.75bp	MID062.A0101.unmapped.75bp	MID063.A0101.unmapped.75bp	MID064.A0101.unmapped.75bp	MID065.A0101.unmapped.75bp	MID066.A0101.unmapped.75bp	MID067.A0101.unmapped.75bp	MID068.A0101.unmapped.75bp	MID068.B0101.unmapped.75bp	MID070.A0101.unmapped.75bp	MID071.A0101.unmapped.75bp	MID072.A0101.unmapped.75bp	MID073.A0101.unmapped.75bp	MID074.A0101.unmapped.75bp	MID075.A0101.unmapped.75bp	MID076.A0101.unmapped.75bp	MID077.A0101.unmapped.75bp	MID078.A0101.unmapped.75bp	MID079.A0101.unmapped.75bp	MID080.A0101.unmapped.75bp	MID081.A0101.unmapped.75bp	MID082.A0101.unmapped.75bp	MID083.A0101.unmapped.75bp	MID084.A0101.unmapped.75bp	MID085.A0101.unmapped.75bp	MID086.A0101.unmapped.75bp	MID087.A0101.unmapped.75bp	MID088.A0101.unmapped.75bp	MID089.A0101.unmapped.75bp	MID090.A0101.unmapped.75bp	MID091.A0101.unmapped.75bp	MID092.A0101.unmapped.75bp	MID093.A0101.unmapped.75bp	MID094.A0101.unmapped.75bp	MID097.A0101.unmapped.75bp	MID101.A0101.unmapped.75bp	MID102.A0101.unmapped.75bp
"Tetrasphaera japonica"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	219.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Clavibacter michiganensis"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	333.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Microbacterium testaceum"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	295.0	0.0	0.0	0.0	0.0	0.0	290.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Kocuria sp. BT304"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	507.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Kocuria sp. UCD-OTCP"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4457.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Rothia aeria"	0.0	2053.0	0.0	0.0	1374.0	4027.0	0.0	0.0	3591.0	0.0	270.0	0.0	15134.0	90685.0	657.0	78821.0	0.0	372.0	72114.0	557.0	4014.0	9894.0	498.0	3395.0	15147.0	0.0	1046.0	4023.0	97779.0	6372.0	227.0	0.0	0.0	22641.0	3710.0	0.0	1050.0	3088.0	105844.0	0.0	0.0	0.0	0.0	0.0	0.0	34693.0	0.0	680.0	79426.0	448.0	3053.0	139.0	0.0	8386.0	0.0	1103.0	0.0	32591.0	33118.0	467.0	36274.0	1357.0	906228.0	56916.0	280127.0	230011.0	718532.0	1508.0	152244.0	66005.0	0.0	18570.0	12049.0	141.0	829.0	589.0	433.0	0.0	167.0	73244.0	0.0	0.0	3433.0	0.0	324.0	438.0	948.0	1224.0	0.0	643.0	37727.0	365.0	0.0	31822.0	43017.0	932.0	470.0	4218.0	182.0	0.0	1116.0	292.0	34994.0	561.0	17687.0	0.0	460.0	0.0	595.0	61954.0	0.0	0.0	872.0	114928.0	14085.0	15065.0	0.0	0.0	1651.0	752.0	0.0	6030.0	38486.0	13695.0	106875.0	10570.0	0.0	0.0	10055.0	25270.0	1059.0	1100.0	0.0	689.0	6735.0	430.0	2241.0	0.0	0.0	0.0	0.0	2628.0	0.0	8062.0	0.0	0.0	0.0	116580.0	558.0	0.0	0.0	1685.0	0.0	4363.0	1327.0	673.0	1201.0	0.0	0.0	2615.0	707.0	0.0	0.0	71606.0	7426.0	7239.0	5250.0	0.0	690.0	81444.0	0.0	35605.0	2193.0	2036.0	0.0	485.0	35010.0	1713.0	0.0	0.0	10683.0	0.0	3958.0	26581.0
"Rothia dentocariosa"	0.0	0.0	311.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3196.0	0.0	1382.0	0.0	0.0	2024.0	0.0	0.0	0.0	0.0	0.0	1083.0	0.0	0.0	0.0	2638.0	0.0	0.0	0.0	0.0	1142.0	0.0	0.0	0.0	0.0	1788.0	0.0	0.0	0.0	0.0	0.0	0.0	792.0	0.0	0.0	10976.0	0.0	0.0	18.0	0.0	0.0	0.0	0.0	0.0	574.0	820.0	0.0	0.0	0.0	12700.0	14039.0	7501.0	10726.0	91684.0	31095.0	7142.0	1334.0	0.0	2876.0	363.0	353.0	0.0	0.0	0.0	0.0	0.0	4450.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1289.0	0.0	0.0	934.0	920.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1891.0	0.0	353.0	0.0	0.0	0.0	0.0	2682.0	0.0	0.0	0.0	4553.0	4653.0	419.0	0.0	0.0	0.0	0.0	0.0	0.0	1617.0	1382.0	1792.0	340.0	0.0	0.0	0.0	12011.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2450.0	324.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	395.0	0.0	0.0	0.0	3207.0	0.0	0.0	0.0	0.0	0.0	2362.0	0.0	0.0	0.0	1954.0	0.0	0.0	2180.0	0.0	0.0	0.0	0.0	0.0	0.0	1761.0
"Rothia mucilaginosa"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1046.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	262.0	0.0	1550.0	24.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1491.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	812.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	560.0	0.0	0.0	0.0	402.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Rothia sp. HMSC036D11"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	763.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	312.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	660.0	0.0	0.0	0.0	0.0	0.0	0.0	216.0	0.0	0.0	3000.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2848.0	2406.0	2119.0	2493.0	47345.0	5673.0	2456.0	0.0	0.0	5008.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1041.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	334.0	0.0	0.0	259.0	257.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	479.0	0.0	0.0	0.0	0.0	0.0	0.0	575.0	0.0	0.0	0.0	1020.0	1274.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	399.0	408.0	677.0	0.0	0.0	0.0	0.0	2564.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	749.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	920.0	0.0	0.0	0.0	0.0	0.0	633.0	0.0	0.0	0.0	540.0	0.0	0.0	533.0	0.0	0.0	0.0	0.0	0.0	0.0	495.0
"Rothia sp. HMSC058E10"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	629.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	249.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2465.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3625.0	14486.0	12221.0	1245.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	651.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	291.0	0.0	0.0	0.0	0.0	0.0	0.0	422.0	0.0	0.0	0.0	661.0	979.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	329.0	0.0	0.0	0.0	0.0	2584.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	793.0	0.0	0.0	0.0	0.0	0.0	594.0	0.0	0.0	0.0	630.0	0.0	0.0	471.0	0.0	0.0	0.0	0.0	0.0	0.0	404.0
"Rothia sp. HMSC061E04"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2250.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Rothia sp. HMSC064D08"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1145.0	0.0	628.0	0.0	0.0	807.0	0.0	0.0	0.0	0.0	0.0	320.0	0.0	0.0	0.0	1060.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	684.0	0.0	0.0	0.0	0.0	0.0	0.0	251.0	0.0	0.0	2511.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	361.0	0.0	0.0	0.0	4157.0	4264.0	2579.0	2619.0	38607.0	5502.0	2122.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1511.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	510.0	0.0	0.0	361.0	392.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	639.0	0.0	0.0	0.0	0.0	0.0	0.0	900.0	0.0	0.0	0.0	1536.0	1171.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	457.0	0.0	779.0	0.0	0.0	0.0	0.0	2369.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1163.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	943.0	0.0	0.0	0.0	0.0	0.0	801.0	0.0	0.0	0.0	438.0	0.0	0.0	650.0	0.0	0.0	0.0	0.0	0.0	0.0	491.0
"Rothia sp. HMSC065D02"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	552.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	261.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2367.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2590.0	0.0	0.0	2507.0	15462.0	8121.0	1228.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	632.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	287.0	0.0	0.0	0.0	0.0	0.0	0.0	383.0	0.0	0.0	0.0	590.0	935.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2391.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	766.0	0.0	0.0	0.0	0.0	0.0	492.0	0.0	0.0	0.0	544.0	0.0	0.0	473.0	0.0	0.0	0.0	0.0	0.0	0.0	423.0
"Rothia sp. HMSC065G12"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	457.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1970.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2259.0	12561.0	5787.0	1608.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	542.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	507.0	809.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1981.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	616.0	0.0	0.0	0.0	0.0	0.0	443.0	0.0	0.0	0.0	365.0	0.0	0.0	479.0	0.0	0.0	0.0	0.0	0.0	0.0	394.0
