#mpa_v30_CHOCOPhlAn_201901
clade_name	NCBI_tax_id	MID102.A0101.metaphlan3	MID101.A0101.metaphlan3	MID097.A0101.metaphlan3	MID094.A0101.metaphlan3	MID093.A0101.metaphlan3	MID092.A0101.metaphlan3	MID091.A0101.metaphlan3	MID090.A0101.metaphlan3	MID089.A0101.metaphlan3	MID088.A0101.metaphlan3	MID087.A0101.metaphlan3	MID086.A0101.metaphlan3	MID085.A0101.metaphlan3	MID084.A0101.metaphlan3	MID083.A0101.metaphlan3	MID082.A0101.metaphlan3	MID081.A0101.metaphlan3	MID080.A0101.metaphlan3	MID079.A0101.metaphlan3	MID078.A0101.metaphlan3	MID077.A0101.metaphlan3	MID076.A0101.metaphlan3	MID075.A0101.metaphlan3	MID074.A0101.metaphlan3	MID073.A0101.metaphlan3	MID072.A0101.metaphlan3	MID071.A0101.metaphlan3	MID070.A0101.metaphlan3	MID068.B0101.metaphlan3	MID068.A0101.metaphlan3	MID067.A0101.metaphlan3	MID066.A0101.metaphlan3	MID065.A0101.metaphlan3	MID064.A0101.metaphlan3	MID063.A0101.metaphlan3	MID062.A0101.metaphlan3	MID061.A0101.metaphlan3	MID060.A0101.metaphlan3	MID059.A0101.metaphlan3	MID058.A0101.metaphlan3	MID057.A0101.metaphlan3	MID056.A0101.metaphlan3	MID055.A0101.metaphlan3	MID054.A0101.metaphlan3	MID053.A0101.metaphlan3	MID052.A0101.metaphlan3	MID051.A0101.metaphlan3	MID050.A0101.metaphlan3	MID049.A0101.metaphlan3	MID048.A0101.metaphlan3	MID047.A0101.metaphlan3	MID046.A0101.metaphlan3	MID045.A0101.metaphlan3	MID044.A0101.metaphlan3	MID043.A0101.metaphlan3	MID042.A0101.metaphlan3	MID041.A0101.metaphlan3	MID040.A0101.metaphlan3	MID039.A0101.metaphlan3	MID038.A0101.metaphlan3	MID037.A0101.metaphlan3	MID036.A0101.metaphlan3	MID035.A0101.metaphlan3	MID034.A0101.metaphlan3	MID033.A0101.metaphlan3	MID032.A0101.metaphlan3	MID031.A0101.metaphlan3	MID030.A0101.metaphlan3	MID029.A0101.metaphlan3	MID028.A0101.metaphlan3	MID027.A0101.metaphlan3	MID026.A0101.metaphlan3	MID025.A0101.metaphlan3	MID024.A0101.metaphlan3	MID023.A0101.metaphlan3	MID022.A0101.metaphlan3	LIB058.A0107.metaphlan3	LIB058.A0106.metaphlan3	LIB058.A0105.metaphlan3	LIB058.A0104.metaphlan3	LIB058.A0103.metaphlan3	LIB058.A0102.metaphlan3	LIB025.A0501.metaphlan3	LIB025.A0401.metaphlan3	LIB025.A0301.metaphlan3	LIB007.A0131.metaphlan3	LIB007.A0130.metaphlan3	LIB007.A0127.metaphlan3	LIB007.A0126.metaphlan3	LIB007.A0125.metaphlan3	LIB007.A0124.metaphlan3	LIB007.A0122.metaphlan3	LIB007.A0121.metaphlan3	LIB007.A0119.metaphlan3	LIB007.A0118.metaphlan3	LIB007.A0116.metaphlan3	LIB007.A0115.metaphlan3	KT36calc.metaphlan3	KT35calc.metaphlan3	KT34calc.metaphlan3	KT33calc.metaphlan3	KT32calc.metaphlan3	KT31calc.metaphlan3	KT30calc.metaphlan3	KT29calc.metaphlan3	KT28calc.metaphlan3	KT27calc.metaphlan3	KT26calc.metaphlan3	KT25calc.metaphlan3	KT24calc.metaphlan3	KT23calc.metaphlan3	KT22calc.metaphlan3	KT21calc.metaphlan3	KT20calc.metaphlan3	KT19calc.metaphlan3	KT18calc.metaphlan3	KT17calc.metaphlan3	KT16calc.metaphlan3	KT15calc.metaphlan3	KT14calc.metaphlan3	KT13calc.metaphlan3	KT12calc.metaphlan3	KT11calc.metaphlan3	KT10calc.metaphlan3	KT09calc.metaphlan3	KT08calc.metaphlan3	KT07calc.metaphlan3	KT06calc.metaphlan3	KT05calc.metaphlan3	KT04calc.metaphlan3	KT03calc.metaphlan3	KT02calc.metaphlan3	KT01calc.metaphlan3	IVE007.B0101.metaphlan3	IVE005.B0101.metaphlan3	IVE005.A0101.metaphlan3	IVE003.A0101.metaphlan3	IVE002.B0101.metaphlan3	EXB059.A2501.metaphlan3	EXB059.A2401.metaphlan3	EXB059.A2301.metaphlan3	EXB059.A2201.metaphlan3	EXB059.A2101.metaphlan3	EXB034.A2701.metaphlan3	EXB033.A0601.metaphlan3	EXB033.A0501.metaphlan3	EXB033.A0401.metaphlan3	EXB015.A3401.metaphlan3	EXB015.A3301.metaphlan3	EXB015.A3201.metaphlan3	EXB015.A3101.metaphlan3	EXB015.A3001.metaphlan3	EXB015.A2901.metaphlan3	EXB015.A2701.metaphlan3	EXB015.A2601.metaphlan3	EXB015.A2501.metaphlan3	EXB015.A2301.metaphlan3	EXB015.A2201.metaphlan3	EXB015.A1901.metaphlan3	EXB015.A1801.metaphlan3	EXB015.A1701.metaphlan3	ELR010.A0101.metaphlan3	ELR008.A0101.metaphlan3	ELR006.A0101.metaphlan3	ELR004.A0101.metaphlan3	ELR003.A0101.metaphlan3	CSS.metaphlan3	CSN.metaphlan3	CSL.metaphlan3	CSD.metaphlan3	CS48.metaphlan3	CS47.metaphlan3	CS46.metaphlan3	CS45.metaphlan3	CS44.metaphlan3	CS43.metaphlan3	CS42.metaphlan3	CS40.metaphlan3	CS39.metaphlan3	CS38.metaphlan3	CS37.metaphlan3	CS36.metaphlan3	CS35.metaphlan3	CS34.metaphlan3	CS33.metaphlan3	CS32.metaphlan3	CS31.metaphlan3	CS30.metaphlan3	CS29.metaphlan3	CS28.metaphlan3	CS27.metaphlan3	CS26.metaphlan3	CS24.metaphlan3	CS23.metaphlan3	CS22.metaphlan3	CS21.metaphlan3	CS20.metaphlan3	CS19.metaphlan3	CS18.metaphlan3	CS17.metaphlan3	CS16.metaphlan3	CS15.metaphlan3	CS14.metaphlan3	CS13.metaphlan3	CS12.metaphlan3	CS11.metaphlan3	CS10.metaphlan3	CS09.metaphlan3	CS08.metaphlan3	CS07.metaphlan3	CS04.metaphlan3	CS03.metaphlan3	CS02.metaphlan3	CS01.metaphlan3	CMB008.A0101.metaphlan3	CMB007.A0101.metaphlan3	CMB006.A0101.metaphlan3	CMB005.A0101.metaphlan3	CMB004.A0101.metaphlan3	CMB003.A0101.metaphlan3	CMB002.A0101.metaphlan3	CMB001.A0101.metaphlan3	ARS017.A0101.metaphlan3	ARS015.A0101.metaphlan3	ARS013.A0101.metaphlan3	ARS012.A0101.metaphlan3	ARS011.A0101.metaphlan3	ARS010.A0101.metaphlan3	ARS006.A0101.metaphlan3	ARS005.A0101.metaphlan3	ARS004.A0101.metaphlan3	ARS001.A0101.metaphlan3
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Eggerthellales|f__Eggerthellaceae|g__Denitrobacterium	2|201174|84998|1643822|1643826|79603	0	0	0	0	0	0	0.02635	0	0	0.05193	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00796	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Eggerthellales|f__Eggerthellaceae|g__Denitrobacterium|s__Denitrobacterium_detoxificans	2|201174|84998|1643822|1643826|79603|79604	0	0	0	0	0	0	0.02635	0	0	0.05193	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00796	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Eggerthellales|f__Eggerthellaceae|g__Slackia	2|201174|84998|1643822|1643826|84108	0	0.05972	0.01269	0.13596	0.29529	0.2668	0.06545	0.04161	0.03892	0.10837	0.07606	1.16509	0.00296	0.15569	0.01657	0.16333	0.07666	0.11612	0.02061	0.02345	0.07336	0	0.10052	0.12313	0.19975	0.18153	0.10094	0.48688	0.00843	0	0	0	0.00837	0.00176	0.13528	0.11664	0	0.16651	0.55135	0.12129	0.22236	0.12775	0.09924	0.18129	0.20961	0.07915	0.29053	0.09945	0.06111	0	0.2489	0.05381	0.04161	0.21392	0	0	0.0529	0.05531	0.08911	0	0.06319	0	0.08484	0.00285	0	0.06982	0.48107	0.14125	0.0155	0.10307	0	0.01091	0.22371	0.06748	0.00172	0.04591	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.54237	0.04211	0.76062	0.06439	0.30042	0.08082	0	0.23581	0	0	0	0.06031	0.21842	0.02441	0.10303	1.04753	0.10825	0.23701	0.19007	0	0	0.13026	0.44755	0.29702	0	0.09522	0	0	0	0	0	0	0	0.05822	0	0.0622	0.04979	0	0	0	0.02584	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.17438	0.20003	0	0.03629	0	0	0	0	0	0.28732	0.27162	0	1.14785	0	0	0.72149	0.04055	0.3191	0.19001	0	0.04647	0	0.55303	0.20996	0.04357	0.08865	0	0.07263	0	0.08007	0	0.00681	0.09651	0.14649	0.02536	0.0435	0	0.26769	0.00692	0.22036	0	0.02853	0.25434	0.33316	0.04267	0.1724	0.19014	0.01188	0.63549	0.09948	0.26652	0.07732	0.32482	0.30685	0.30505	0.17645	0.0572	0.09742	0.06065	1.40058	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Eggerthellales|f__Eggerthellaceae|g__Slackia|s__Slackia_exigua	2|201174|84998|1643822|1643826|84108|84109	0	0.05972	0.01269	0.13596	0.29529	0.2668	0.06545	0.04161	0.03892	0.10837	0.07606	1.16509	0.00296	0.15569	0.01657	0.16333	0.07666	0.11612	0.02061	0.02345	0.07336	0	0.10052	0.12313	0.19975	0.18153	0.10094	0.48688	0.00843	0	0	0	0.00837	0.00176	0.13528	0.11664	0	0.16651	0.55135	0.12129	0.22236	0.12775	0.09924	0.18129	0.20961	0.07915	0.29053	0.09945	0.06111	0	0.2489	0.05381	0.04161	0.21392	0	0	0.0529	0.05531	0.08911	0	0.06319	0	0.08484	0.00285	0	0.06982	0.48107	0.14125	0.0155	0.10307	0	0.01091	0.22371	0.06748	0.00172	0.04591	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.54237	0.04211	0.76062	0.06439	0.30042	0.08082	0	0.23581	0	0	0	0.06031	0.21842	0.02441	0.10303	1.04753	0.10825	0.23701	0.19007	0	0	0.13026	0.44755	0.29702	0	0.09522	0	0	0	0	0	0	0	0.05822	0	0.0622	0.04979	0	0	0	0.02584	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.17438	0.20003	0	0.03629	0	0	0	0	0	0.28732	0.27162	0	1.14785	0	0	0.72149	0.04055	0.3191	0.19001	0	0.04647	0	0.55303	0.20996	0.04357	0.08865	0	0.07263	0	0.08007	0	0.00681	0.09651	0.14649	0.02536	0.0435	0	0.26769	0.00692	0.22036	0	0.02853	0.25434	0.33316	0.04267	0.1724	0.19014	0.01188	0.63549	0.09948	0.26652	0.07732	0.32482	0.30685	0.30505	0.17645	0.0572	0.09742	0.06065	1.40058	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Thermoleophilia	2|201174|1497346	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.41642	0	0	0	0	0	3.01898	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100.0	100.0	100.0	100.0	100.0	0	100.0	100.0	100.0	100.0
k__Bacteria|p__Actinobacteria|c__Thermoleophilia|o__Solirubrobacterales	2|201174|1497346|588673	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.88937	0	0	0	0	0	0	5.26824	0
k__Bacteria|p__Actinobacteria|c__Thermoleophilia|o__Solirubrobacterales|f__Patulibacteraceae	2|201174|1497346|588673|361606	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.88937	0	0	0	0	0	0	5.26824	0
k__Bacteria|p__Actinobacteria|c__Thermoleophilia|o__Solirubrobacterales|f__Patulibacteraceae|g__Patulibacter	2|201174|1497346|588673|361606|361607	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.88937	0	0	0	0	0	0	5.26824	0
k__Bacteria|p__Actinobacteria|c__Thermoleophilia|o__Solirubrobacterales|f__Patulibacteraceae|g__Patulibacter|s__Patulibacter_medicamentivorans	2|201174|1497346|588673|361606|361607|1097667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.88937	0	0	0	0	0	0	5.26824	0
k__Bacteria|p__Actinobacteria|c__Thermoleophilia|o__Thermoleophilales	2|201174|1497346|588674	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.41642	0	0	0	0	0	3.01898	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100.0	91.11063	100.0	100.0	100.0	0	100.0	100.0	94.73176	100.0
k__Bacteria|p__Actinobacteria|c__Thermoleophilia|o__Thermoleophilales|f__Thermoleophilaceae	2|201174|1497346|588674|320796	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.41642	0	0	0	0	0	3.01898	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100.0	91.11063	100.0	100.0	100.0	0	100.0	100.0	94.73176	100.0
k__Bacteria|p__Actinobacteria|c__Thermoleophilia|o__Thermoleophilales|f__Thermoleophilaceae|g__Thermoleophilum	2|201174|1497346|588674|320796|192992	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.41642	0	0	0	0	0	3.01898	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100.0	91.11063	100.0	100.0	100.0	0	100.0	100.0	94.73176	100.0
k__Bacteria|p__Actinobacteria|c__Thermoleophilia|o__Thermoleophilales|f__Thermoleophilaceae|g__Thermoleophilum|s__Thermoleophilum_album	2|201174|1497346|588674|320796|192992|29539	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.41642	0	0	0	0	0	3.01898	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100.0	91.11063	100.0	100.0	100.0	0	100.0	100.0	94.73176	100.0
k__Bacteria|p__Bacteroidetes	2|976	8.65336	11.7404	9.18778	12.77177	6.68773	2.91431	6.26579	6.57245	8.25268	6.11693	13.2339	10.09471	9.62201	7.65429	12.69981	8.92929	6.62648	14.06878	11.01202	10.10971	8.18968	14.05819	3.91021	12.66464	6.97305	12.70981	12.32697	18.28514	3.13725	13.11887	13.27547	12.24275	7.13351	1.69995	4.99871	15.88853	3.82215	7.1298	2.66062	3.04185	5.67923	9.36972	5.65336	8.27777	6.25773	3.64572	5.53901	8.6177	13.48121	11.8847	8.97966	2.67042	5.44316	12.43347	9.72632	9.35454	11.29677	15.46735	11.68586	12.92807	8.71687	12.98378	18.45468	1.5108	8.77641	4.44424	11.98764	7.68174	7.53313	6.59301	17.07565	13.80805	3.33299	7.21437	5.32274	7.86758	0	2.95379	0	0	10.5745	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.77131	7.10443	15.32075	9.1674	10.01665	9.07971	10.2859	18.57856	2.93838	16.80479	15.51646	7.27048	10.01427	3.13411	9.87694	11.87576	10.86616	11.64164	7.77591	7.22784	9.26683	9.023	15.62727	5.61774	10.55114	5.6224	3.40344	0.61042	6.42099	11.93177	3.25533	18.00031	3.7379	19.80237	3.76394	11.9616	7.89994	8.47426	7.35353	7.65828	7.93545	8.21505	2.57259	3.21804	0	0	6.26078	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.96095	4.0306	7.98047	4.77821	0	10.89053	0	0	10.91777	8.85162	29.39199	6.38438	14.69813	1.78253	6.13783	23.78042	3.69058	8.96231	3.85992	17.99919	10.559	17.48129	21.84933	15.66824	7.80905	22.80636	19.65349	7.8599	23.37724	7.81398	23.33737	22.39073	10.20681	5.14163	1.07969	12.66132	8.5903	14.39153	9.33869	21.1905	26.84119	16.41693	10.47101	10.7126	15.0936	11.4762	19.39024	11.26454	14.85681	0.52724	4.72143	16.02089	0.49037	8.43637	11.5795	18.07701	4.53366	6.87744	10.24439	16.1419	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidetes_unclassified	2|976|	3.62229	1.56679	1.95842	3.5815	4.51251	0.59093	2.60432	1.19939	4.35421	2.85516	1.78213	5.0126	3.70797	2.97685	1.45427	3.90809	4.08344	2.51164	0.10309	2.68672	3.39692	6.18072	1.36816	4.16906	1.93729	1.734	3.26081	4.95624	1.29785	4.80622	4.30795	7.48727	0.2977	0.40259	2.08221	5.92789	0.33125	3.43311	1.36005	1.24038	1.29256	3.88368	2.1676	3.02217	3.07886	1.60321	0.40088	4.28986	3.54843	1.56677	2.1146	0.83871	2.38608	4.92558	3.21012	1.7535	5.60719	7.34943	3.29829	6.31971	2.7698	1.64714	7.01314	0.21697	2.75304	1.67084	5.66057	3.64455	1.67803	1.29195	1.12757	3.66958	1.04935	3.39889	1.29215	2.92069	0	1.9899	0	0	4.76841	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.7009	5.04872	10.82523	4.35117	5.55988	2.40825	8.02293	11.08508	0.61105	11.82245	7.14124	4.96885	5.73104	1.28017	6.46906	8.94018	8.39179	3.06624	5.04101	4.72483	6.38154	4.89098	12.26097	4.0804	8.72663	4.13757	2.19055	0	0.84065	8.66409	1.5192	15.13018	1.41237	14.7083	2.97866	2.84044	4.45013	1.1184	1.08724	5.70034	1.23861	3.17795	0	0.4785	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.44864	1.61158	1.52347	2.90039	0	0	0	0	3.33474	3.36139	10.68028	0.75259	5.85703	0.26457	1.29723	2.39405	1.43022	1.24844	1.82485	1.37865	1.76427	1.32372	9.02959	1.17866	2.84633	15.05035	0.14943	3.44966	4.84684	2.1131	3.56273	5.67888	2.00523	2.12192	0.44708	1.88632	0.38191	2.92308	2.1753	4.83353	5.08908	3.39762	4.61373	2.33552	1.2567	6.27404	8.81253	4.92403	5.68748	0.25092	1.21358	4.33349	0.19184	0.86523	3.13576	7.39465	0.21456	0.25824	1.06797	3.51541	0	0	0	0	0	0	0	0	0	0
