#mpa_v30_CHOCOPhlAn_201901
clade_name	NCBI_tax_id	MID102.A0101.metaphlan3	MID101.A0101.metaphlan3	MID097.A0101.metaphlan3	MID094.A0101.metaphlan3	MID093.A0101.metaphlan3	MID092.A0101.metaphlan3	MID091.A0101.metaphlan3	MID090.A0101.metaphlan3	MID089.A0101.metaphlan3	MID088.A0101.metaphlan3	MID087.A0101.metaphlan3	MID086.A0101.metaphlan3	MID085.A0101.metaphlan3	MID084.A0101.metaphlan3	MID083.A0101.metaphlan3	MID082.A0101.metaphlan3	MID081.A0101.metaphlan3	MID080.A0101.metaphlan3	MID079.A0101.metaphlan3	MID078.A0101.metaphlan3	MID077.A0101.metaphlan3	MID076.A0101.metaphlan3	MID075.A0101.metaphlan3	MID074.A0101.metaphlan3	MID073.A0101.metaphlan3	MID072.A0101.metaphlan3	MID071.A0101.metaphlan3	MID070.A0101.metaphlan3	MID068.B0101.metaphlan3	MID068.A0101.metaphlan3	MID067.A0101.metaphlan3	MID066.A0101.metaphlan3	MID065.A0101.metaphlan3	MID064.A0101.metaphlan3	MID063.A0101.metaphlan3	MID062.A0101.metaphlan3	MID061.A0101.metaphlan3	MID060.A0101.metaphlan3	MID059.A0101.metaphlan3	MID058.A0101.metaphlan3	MID057.A0101.metaphlan3	MID056.A0101.metaphlan3	MID055.A0101.metaphlan3	MID054.A0101.metaphlan3	MID053.A0101.metaphlan3	MID052.A0101.metaphlan3	MID051.A0101.metaphlan3	MID050.A0101.metaphlan3	MID049.A0101.metaphlan3	MID048.A0101.metaphlan3	MID047.A0101.metaphlan3	MID046.A0101.metaphlan3	MID045.A0101.metaphlan3	MID044.A0101.metaphlan3	MID043.A0101.metaphlan3	MID042.A0101.metaphlan3	MID041.A0101.metaphlan3	MID040.A0101.metaphlan3	MID039.A0101.metaphlan3	MID038.A0101.metaphlan3	MID037.A0101.metaphlan3	MID036.A0101.metaphlan3	MID035.A0101.metaphlan3	MID034.A0101.metaphlan3	MID033.A0101.metaphlan3	MID032.A0101.metaphlan3	MID031.A0101.metaphlan3	MID030.A0101.metaphlan3	MID029.A0101.metaphlan3	MID028.A0101.metaphlan3	MID027.A0101.metaphlan3	MID026.A0101.metaphlan3	MID025.A0101.metaphlan3	MID024.A0101.metaphlan3	MID023.A0101.metaphlan3	MID022.A0101.metaphlan3	LIB058.A0107.metaphlan3	LIB058.A0106.metaphlan3	LIB058.A0105.metaphlan3	LIB058.A0104.metaphlan3	LIB058.A0103.metaphlan3	LIB058.A0102.metaphlan3	LIB025.A0501.metaphlan3	LIB025.A0401.metaphlan3	LIB025.A0301.metaphlan3	LIB007.A0131.metaphlan3	LIB007.A0130.metaphlan3	LIB007.A0127.metaphlan3	LIB007.A0126.metaphlan3	LIB007.A0125.metaphlan3	LIB007.A0124.metaphlan3	LIB007.A0122.metaphlan3	LIB007.A0121.metaphlan3	LIB007.A0119.metaphlan3	LIB007.A0118.metaphlan3	LIB007.A0116.metaphlan3	LIB007.A0115.metaphlan3	KT36calc.metaphlan3	KT35calc.metaphlan3	KT34calc.metaphlan3	KT33calc.metaphlan3	KT32calc.metaphlan3	KT31calc.metaphlan3	KT30calc.metaphlan3	KT29calc.metaphlan3	KT28calc.metaphlan3	KT27calc.metaphlan3	KT26calc.metaphlan3	KT25calc.metaphlan3	KT24calc.metaphlan3	KT23calc.metaphlan3	KT22calc.metaphlan3	KT21calc.metaphlan3	KT20calc.metaphlan3	KT19calc.metaphlan3	KT18calc.metaphlan3	KT17calc.metaphlan3	KT16calc.metaphlan3	KT15calc.metaphlan3	KT14calc.metaphlan3	KT13calc.metaphlan3	KT12calc.metaphlan3	KT11calc.metaphlan3	KT10calc.metaphlan3	KT09calc.metaphlan3	KT08calc.metaphlan3	KT07calc.metaphlan3	KT06calc.metaphlan3	KT05calc.metaphlan3	KT04calc.metaphlan3	KT03calc.metaphlan3	KT02calc.metaphlan3	KT01calc.metaphlan3	IVE007.B0101.metaphlan3	IVE005.B0101.metaphlan3	IVE005.A0101.metaphlan3	IVE003.A0101.metaphlan3	IVE002.B0101.metaphlan3	EXB059.A2501.metaphlan3	EXB059.A2401.metaphlan3	EXB059.A2301.metaphlan3	EXB059.A2201.metaphlan3	EXB059.A2101.metaphlan3	EXB034.A2701.metaphlan3	EXB033.A0601.metaphlan3	EXB033.A0501.metaphlan3	EXB033.A0401.metaphlan3	EXB015.A3401.metaphlan3	EXB015.A3301.metaphlan3	EXB015.A3201.metaphlan3	EXB015.A3101.metaphlan3	EXB015.A3001.metaphlan3	EXB015.A2901.metaphlan3	EXB015.A2701.metaphlan3	EXB015.A2601.metaphlan3	EXB015.A2501.metaphlan3	EXB015.A2301.metaphlan3	EXB015.A2201.metaphlan3	EXB015.A1901.metaphlan3	EXB015.A1801.metaphlan3	EXB015.A1701.metaphlan3	ELR010.A0101.metaphlan3	ELR008.A0101.metaphlan3	ELR006.A0101.metaphlan3	ELR004.A0101.metaphlan3	ELR003.A0101.metaphlan3	CSS.metaphlan3	CSN.metaphlan3	CSL.metaphlan3	CSD.metaphlan3	CS48.metaphlan3	CS47.metaphlan3	CS46.metaphlan3	CS45.metaphlan3	CS44.metaphlan3	CS43.metaphlan3	CS42.metaphlan3	CS40.metaphlan3	CS39.metaphlan3	CS38.metaphlan3	CS37.metaphlan3	CS36.metaphlan3	CS35.metaphlan3	CS34.metaphlan3	CS33.metaphlan3	CS32.metaphlan3	CS31.metaphlan3	CS30.metaphlan3	CS29.metaphlan3	CS28.metaphlan3	CS27.metaphlan3	CS26.metaphlan3	CS24.metaphlan3	CS23.metaphlan3	CS22.metaphlan3	CS21.metaphlan3	CS20.metaphlan3	CS19.metaphlan3	CS18.metaphlan3	CS17.metaphlan3	CS16.metaphlan3	CS15.metaphlan3	CS14.metaphlan3	CS13.metaphlan3	CS12.metaphlan3	CS11.metaphlan3	CS10.metaphlan3	CS09.metaphlan3	CS08.metaphlan3	CS07.metaphlan3	CS04.metaphlan3	CS03.metaphlan3	CS02.metaphlan3	CS01.metaphlan3	CMB008.A0101.metaphlan3	CMB007.A0101.metaphlan3	CMB006.A0101.metaphlan3	CMB005.A0101.metaphlan3	CMB004.A0101.metaphlan3	CMB003.A0101.metaphlan3	CMB002.A0101.metaphlan3	CMB001.A0101.metaphlan3	ARS017.A0101.metaphlan3	ARS015.A0101.metaphlan3	ARS013.A0101.metaphlan3	ARS012.A0101.metaphlan3	ARS011.A0101.metaphlan3	ARS010.A0101.metaphlan3	ARS006.A0101.metaphlan3	ARS005.A0101.metaphlan3	ARS004.A0101.metaphlan3	ARS001.A0101.metaphlan3
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Neisseriales|f__Neisseriaceae|g__Eikenella	2|1224|28216|206351|481|538	0.0445	0.80739	0	0.17993	0	0	0.12048	0.17014	0.16412	0.02314	0.45315	0.09566	3.91401	0.08338	1.31826	0.2016	0.15143	1.01854	1.80208	0.43443	0.35022	0.01922	0	0.77049	0.24997	0	0.81291	0.29941	0.96981	2.28019	0.06066	0.4561	2.70581	0	0	0.50322	0.08176	0.1873	0.10304	0.00523	1.59074	0.17265	0.89578	0.32011	0	0	0.01321	0.17692	0.23289	0.80826	0.22154	0	0.18257	0.3257	0.0642	5.9107	0.17541	0.16262	0.70122	1.19226	0.04792	0.90139	1.89511	0	0.17775	0.1392	0	0	0.2219	0	12.52058	0.32198	0	0.11908	0	0.38611	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.20111	0.23155	1.06624	1.46347	3.70147	0.45623	1.44434	0	1.04863	0.53155	0.29124	0.07473	0.66131	1.90354	0	0.23395	2.91492	0.08278	0	0.95695	0.02974	0.28021	0	0.26552	0.28931	0	0	4.00879	0.835	0	1.01218	0.88732	1.34085	0	2.97253	0.30396	2.96849	7.49163	0.37642	11.59577	0.46139	0	0	1.00063	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.46541	0.11545	0.70548	0.10851	0	0	0	0	0	0.21938	0.38329	0.44034	0.23478	0	0	0	0	0.01106	0	0	0.01102	3.56142	0.38529	0.02658	0.26959	0.9585	0.45986	0	0	0	7.64919	2.16914	3.06551	0.05184	0.00379	0.39227	0.54934	0.37102	0.60695	0.18052	0.97387	0.82961	0.32335	0.01561	1.35296	0.055	0.44919	0.32712	0.21073	0.07438	0	6.18944	0	0	0.20459	0.62702	0	0	0.33177	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Neisseriales|f__Neisseriaceae|g__Eikenella|s__Eikenella_corrodens	2|1224|28216|206351|481|538|539	0.0445	0.77309	0	0.17993	0	0	0.12048	0.17014	0.16412	0.02314	0.45315	0.09566	2.57234	0.08338	1.31826	0.2016	0.15143	1.01854	1.78149	0.36985	0.35022	0.01922	0	0.77049	0.24997	0	0.81291	0.29941	0.87708	2.28019	0.06066	0.4561	2.70581	0	0	0.50322	0.08176	0.1873	0.10304	0.00523	1.31122	0.17265	0.74868	0.32011	0	0	0.01321	0.14611	0.23289	0.80826	0.22154	0	0.18257	0.29301	0.0642	5.86762	0.17541	0.16262	0.5957	0.97634	0.04792	0.87662	1.50916	0	0.17775	0.1392	0	0	0.2219	0	6.89412	0.32198	0	0.11908	0	0.38611	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.20111	0.23155	1.06624	1.42835	2.42037	0.45623	1.39545	0	1.04863	0.53155	0.29124	0.07473	0.66131	1.88426	0	0.23395	2.4693	0.08278	0	0.95695	0.02974	0.28021	0	0.26552	0.28931	0	0	3.43047	0.835	0	1.01218	0.88732	1.34085	0	2.92712	0.30396	2.8905	7.36271	0.37642	7.85166	0.34423	0	0	1.00063	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.94497	0.11545	0.63739	0.10851	0	0	0	0	0	0.18969	0.38329	0.38248	0.23478	0	0	0	0	0.01106	0	0	0.01102	2.52441	0.33673	0.02658	0.26959	0.86974	0.44534	0	0	0	4.82987	1.12497	3.05019	0.05184	0.00379	0.39227	0.54934	0.37102	0.53764	0.18052	0.97387	0.68512	0.17081	0.01561	1.31625	0.055	0.44919	0.27981	0.21073	0.07438	0	6.05108	0	0	0.20459	0.57042	0	0	0.33177	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Neisseriales|f__Neisseriaceae|g__Eikenella|s__Eikenella_sp_NML02_A_017	2|1224|28216|206351|481|538|1795827	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03673	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Neisseriales|f__Neisseriaceae|g__Eikenella|s__Eikenella_sp_NML130454	2|1224|28216|206351|481|538|1795832	0	0.0343	0	0	0	0	0	0	0	0	0	0	1.34167	0	0	0	0	0	0.02059	0.06458	0	0	0	0	0	0	0	0	0.09274	0	0	0	0	0	0	0	0	0	0	0	0.27952	0	0.1471	0	0	0	0	0.03081	0	0	0	0	0	0.03269	0	0.04307	0	0	0.10552	0.21592	0	0.02477	0.38595	0	0	0	0	0	0	0	5.62646	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03512	1.2811	0	0.01216	0	0	0	0	0	0	0.01927	0	0	0.44562	0	0	0	0	0	0	0	0	0	0	0.57832	0	0	0	0	0	0	0.04541	0	0.07799	0.12891	0	3.74411	0.11716	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.52044	0	0.06809	0	0	0	0	0	0	0.02969	0	0.05787	0	0	0	0	0	0	0	0	0	1.03702	0.04856	0	0	0.08876	0.01452	0	0	0	2.81933	1.04418	0.01532	0	0	0	0	0	0.06931	0	0	0.14449	0.15254	0	0.03672	0	0	0.04731	0	0	0	0.13836	0	0	0	0.0566	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Neisseriales|f__Neisseriaceae|g__Kingella	2|1224|28216|206351|481|32257	0	0	0	0.35627	0	0	0	2.13617	0	0	0.01923	0	0.29709	0	2.92214	0	0	0.96924	0	0.12743	0.21082	0	0	0	0	0	0.23665	0	0	0	0	0.06088	0	0	0	0	0.24874	0	0	0	0	0	0	0	0	0	0	0.01337	0	0	0	0	0	0	0.40867	0	0	0	0.06494	0.6222	0.03642	0.34238	0.21556	0	0	0	0	0	0.45823	0.10485	1.63423	0.20298	0	0	1.04173	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.07629	0	0	0	0	0	0	0	0	0	0	0	0.16651	0	0	0	0	0	0	0	0	0	0	1.0244	0	0	0	0	0	0	0.05189	0	0.16654	0	0.00932	0.00788	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.16439	0	0	0	0	0	0	0.02014	0	0.577	0.25851	0	0.02818	0	0	0	0	0	0	0.19249	0	0	0	0	0.43051	0	0	0	0	0.32001	0	0	0	0.02551	0	0	0.26706	0.00349	0	0.27885	0	0	0.28992	0	0.31149	0.23406	0	0	0	0	0	0	0	0	0	0	0.01028	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Neisseriales|f__Neisseriaceae|g__Kingella|s__Kingella_denitrificans	2|1224|28216|206351|481|32257|502	0	0	0	0.35627	0	0	0	2.13617	0	0	0	0	0.29709	0	2.92214	0	0	0.96924	0	0.12743	0.21082	0	0	0	0	0	0.23665	0	0	0	0	0.06088	0	0	0	0	0.24874	0	0	0	0	0	0	0	0	0	0	0.01337	0	0	0	0	0	0	0.40867	0	0	0	0.06494	0.6222	0.03642	0.34238	0.21556	0	0	0	0	0	0.45823	0.10485	1.52194	0.20298	0	0	1.04173	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.07629	0	0	0	0	0	0	0	0	0	0	0	0.16651	0	0	0	0	0	0	0	0	0	0	1.0244	0	0	0	0	0	0	0.05189	0	0.16654	0	0.00932	0.00788	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.16439	0	0	0	0	0	0	0.02014	0	0.577	0.25851	0	0.02818	0	0	0	0	0	0	0.19249	0	0	0	0	0.43051	0	0	0	0	0.32001	0	0	0	0.02551	0	0	0.26706	0.00349	0	0.27885	0	0	0.28992	0	0.31149	0.23406	0	0	0	0	0	0	0	0	0	0	0.01028	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Neisseriales|f__Neisseriaceae|g__Kingella|s__Kingella_oralis	2|1224|28216|206351|481|32257|505	0	0	0	0	0	0	0	0	0	0	0.01923	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.11229	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Neisseriales|f__Neisseriaceae|g__Morococcus	2|1224|28216|206351|481|212742	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01346	0	0	0.07953	0	0	0	0	0	0	0	0	0	0	0	0	0	0.32086	0.0742	0	0	0	0.0767	0	0.30929	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.38403	0	0	0	0	4.69229	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.24169	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.27308	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00788	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Neisseriales|f__Neisseriaceae|g__Morococcus|s__Morococcus_cerebrosus	2|1224|28216|206351|481|212742|1056807	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01346	0	0	0.07953	0	0	0	0	0	0	0	0	0	0	0	0	0	0.32086	0.0742	0	0	0	0.0767	0	0.30929	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.38403	0	0	0	0	4.69229	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.24169	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.27308	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00788	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Neisseriales|f__Neisseriaceae|g__Neisseria	2|1224|28216|206351|481|482	3.21283	13.72703	0	6.93532	0.07935	0	0.3746	17.58523	0.43	0.57266	8.64749	2.26266	5.21243	0.118	17.76481	1.77198	0.2816	18.63427	11.44504	9.48836	8.24227	0	0	2.47561	6.49679	0	5.48348	4.11838	2.17564	4.40496	1.02383	2.12585	8.88259	0.0047	0	0.81853	29.94482	0.24061	0	0	1.94805	1.51057	0.08715	0.73752	0	0	0	1.38346	11.90377	9.06177	4.63452	0	2.1398	0.82445	10.41395	6.57188	1.54607	0	8.17065	6.34857	9.59748	25.25667	1.92257	0.0969	0.12132	0.57275	0.39991	0	10.93966	8.46566	13.06752	9.38647	0	0	24.94126	0.14719	0	0	0	0	2.28467	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.46036	0.98863	4.59688	0	0.83541	0	1.74099	2.36326	0	0.23609	4.32713	7.73181	0	0	6.68073	0	0	1.68362	0	0.88962	0	0	0.08189	0	0	13.8046	0.28554	0	0.05496	4.60293	0	0	4.87654	0.64991	17.76011	4.93308	3.95356	14.76689	5.27641	6.98244	2.80464	6.55831	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.39086	0.33283	8.13162	1.19666	0	0	0	0	0	0.8895	5.49737	18.91204	3.51293	0	8.30496	0	0.05728	0	0.01856	0	0.00377	27.26765	1.76676	1.19882	1.21091	1.33584	26.20565	0	0	0	11.58424	9.61115	24.30628	0.72772	0.1335	19.89678	22.6882	0.25359	20.79188	1.55417	1.33802	16.94669	1.34773	0.00573	19.09266	0.62641	8.2446	5.28431	0.1453	0	0	3.13644	0	0	0.93557	0.9377	0	0	5.93801	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Neisseriales|f__Neisseriaceae|g__Neisseria|s__Neisseria_bacilliformis	2|1224|28216|206351|481|482|267212	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.43819	0	0	0	0	0	0	0	0	0.01189	0.35902	0	0	0	0	0	0	0	0	0	0	0.04535	0.06142	0	0.01264	0	0	0	0	0	0.27824	0	0.20699	0	0	0	0	0	0.00492	0	1.33802	0.11532	0	0	0.00831	0.07934	0.06386	0	0	0	0	1.78237	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Neisseriales|f__Neisseriaceae|g__Neisseria|s__Neisseria_cinerea	2|1224|28216|206351|481|482|483	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01364	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Neisseriales|f__Neisseriaceae|g__Neisseria|s__Neisseria_elongata	2|1224|28216|206351|481|482|495	0.89666	1.91046	0	4.39382	0.07935	0	0.24442	3.01224	0.26642	0.29606	5.89441	0.3893	1.69268	0.04733	5.48973	0.18582	0.05801	1.83843	0.08735	2.32808	1.28951	0	0	1.89058	1.02496	0	2.49689	1.31334	1.0585	3.07396	0.33414	1.33907	0.83075	0.0047	0	0.5048	7.80357	0	0	0	0.08893	0.41596	0.05542	0	0	0	0	0.35866	1.35117	3.77491	0.69296	0	0.89883	0.22158	1.34946	4.41291	0.1869	0	3.50474	0.90334	1.00267	2.53114	0.48829	0	0.12132	0.09064	0.24956	0	2.55409	2.50912	1.8516	2.12851	0	0	5.16558	0.07835	0	0	0	0	0.39664	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.33501	0.33198	0.77789	0	0.17231	0	0.71787	1.09279	0	0	0.18365	0.94581	0	0	1.24916	0	0	0	0	0.53442	0	0	0.08189	0	0	1.24073	0	0	0.05496	0.41945	0	0	1.04059	0.05249	7.77639	3.19636	0.65548	1.95009	1.58567	2.09388	0	1.48941	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.95267	0	3.03767	0.34928	0	0	0	0	0	0.25859	3.45413	6.73344	0.81652	0	0.68778	0	0.00808	0	0	0	0	4.7442	0.33033	0.18235	0.26176	0.20374	3.12421	0	0	0	2.15151	2.00581	4.27542	0.07075	0.05946	2.75295	4.25625	0.09486	2.28727	0.25199	0	2.81425	0.58863	0	3.88848	0.4267	3.2605	1.29714	0.10248	0	0	0.20186	0	0	0.26336	0.25544	0	0	0.73746	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Neisseriales|f__Neisseriaceae|g__Neisseria|s__Neisseria_flavescens	2|1224|28216|206351|481|482|484	0	0.3344	0	0.0246	0	0	0	0	0	0	0.40204	0	0.02693	0	0.3644	0	0	0.07076	0.07689	0.47051	0.12205	0	0	0.29639	0.07969	0	0.11735	0	0	0	0	0	0.1318	0	0	0	0	0	0	0	0	0.95176	0	0	0	0	0	0	0.14058	0.20171	0	0	0	0	0.17582	0.49792	0	0	0.75173	0	0.08893	0.30738	0	0	0	0	0	0	0.0374	1.76459	0.30808	0.11638	0	0	0.09511	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.10044	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.08634	0	0	0	0	0	0	0.02901	0	0.0694	0	0	0	0.73402	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.77651	0	0	0	0	0	0	0.10883	0.17045	0.24197	0.3597	0	0.1676	0	0	0	0	0	0	0.11803	0	0	0	0	0.04124	0	0	0	0.32421	0	0.11078	0.02389	0	0.19014	0	0	0.06796	0	0	0.36616	0	0	0.33827	0	0.19772	0	0	0	0	0	0	0	0.13491	0	0	0	0.06237	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Neisseriales|f__Neisseriaceae|g__Neisseria|s__Neisseria_gonorrhoeae	2|1224|28216|206351|481|482|485	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00522	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
