Library_ID	Observed_species	Shannon_index	Pileou_evenness
MID032.A0101	81	2.48132482146579	0.563077582717852
MID034.A0101	40	1.07069516100709	0.290249430572481
MID035.A0101	94	3.82967755670807	0.840970814070923
MID036.A0101	101	3.41005207994359	0.737312891904776
MID037.A0101	103	3.57608477099855	0.769979282247685
MID038.A0101	85	3.77221802203646	0.8468621261771
MID039.A0101	107	3.68396271171703	0.786813212405355
MID040.A0101	68	3.03292490922704	0.718786436983282
MID041.A0101	85	3.37256103697475	0.757139219883319
MID042.A0101	83	3.42937468788645	0.773982505614249
MID043.A0101	100	3.58589808091063	0.776989044560191
MID044.A0101	97	3.64320465323391	0.794597708747603
MID045.A0101	89	2.87138325813516	0.638112157735865
MID047.A0101	90	3.70885387971714	0.822205585068422
MID048.A0101	86	3.21655000791981	0.720245451195902
MID049.A0101	97	3.69590976424811	0.806092907188897
MID050.A0101	95	2.91975954572053	0.639688170849554
MID051.A0101	40	2.59780087123237	0.704224928883277
MID053.A0101	29	2.11231390517579	0.627302741376385
MID054.A0101	80	3.22492312326646	0.733862882413268
MID055.A0101	85	3.12862800811268	0.704225433752433
MID057.A0101	97	3.43796140228142	0.749833323415037
MID058.A0101	40	2.48033434463583	0.672381511916767
MID059.A0101	65	2.82502300984383	0.676751539134138
MID060.A0101	86	2.94394931631052	0.659205079480548
MID061.A0101	72	2.4477328006385	0.570505987578649
MID062.A0101	94	3.53741334329396	0.776791605811432
MID064.A0101	55	2.11078483898861	0.526730556562434
MID066.A0101	90	3.50976120530382	0.77806927930991
MID067.A0101	66	3.00965699336345	0.715785258471375
MID068.B0101	54	2.87255562312907	0.716824753607911
MID070.A0101	90	3.34831698858953	0.742279156278799
MID071.A0101	90	3.43490979199433	0.761475675984124
MID072.A0101	47	2.68629216764908	0.697711476426503
MID073.A0101	101	3.50201201457978	0.757196237893763
MID074.A0101	65	3.11581138501415	0.746411672794328
MID077.A0101	110	3.72150488872224	0.790207245658011
MID079.A0101	110	3.66175280031192	0.777519761799501
MID080.A0101	88	3.78230139033829	0.842639295943681
MID081.A0101	77	3.1620892192482	0.727953697773785
MID082.A0101	91	3.59924800362915	0.797907360765571
MID083.A0101	93	3.52405834820618	0.775661390486625
MID084.A0101	68	2.77950511008824	0.658727345533365
MID085.A0101	98	3.59374349558166	0.782078294535974
MID086.A0101	75	3.24358916581967	0.751267653905121
MID087.A0101	105	3.66686734480762	0.786301111863411
MID088.A0101	72	2.55145103418702	0.596598135833442
MID089.A0101	78	3.01363396692097	0.689705900762598
MID090.A0101	76	3.17379311172627	0.730648084686048
MID091.A0101	97	2.42625934653289	0.529177002414943
MID093.A0101	77	3.06260566031148	0.705051300158038
MID094.A0101	113	3.74826597776577	0.791408134309994
MID097.A0101	50	2.72351331646326	0.696190516437209
MID101.A0101	102	3.67446834018761	0.792811909718842
MID102.A0101	93	3.18260524522371	0.700505997903476
VLC001.A0101	116	3.62755911031986	0.761744354571525
VLC002.A0101	108	3.20067364188605	0.682250330232432
VLC003.A0101	90	2.92531970431554	0.648506055240543
VLC004.A0101	132	3.78430933569984	0.773832140912177
VLC005.A0101	129	3.58048842744786	0.735585636607613
VLC008.A0101	112	3.12937095484343	0.661966200965465
VLC009.A0101	124	3.29185745363794	0.681782011845234
VLC010.A0101	103	2.97767372583778	0.641133313388473
