Library_ID	Observed_species	Shannon_index	Pileou_evenness
MID036.A0101	67	3.2905722863085	0.779847441034868
MID037.A0101	75	3.37642574990821	0.779642957579322
MID038.A0101	61	3.56986276079553	0.864973714868876
MID039.A0101	60	3.36287601645659	0.818044077139998
MID040.A0101	41	2.85426702587376	0.768604183412777
MID041.A0101	59	3.11578614201058	0.764134280769739
MID042.A0101	59	3.21451750160643	0.785111622325658
MID043.A0101	62	3.31705453346994	0.800614692141314
MID044.A0101	59	3.36072705245994	0.824205074433559
MID045.A0101	52	2.61629189136927	0.662143891318495
MID046.A0101	23	1.3349135436234	0.425742626741801
MID047.A0101	60	3.41932665266321	0.831776105431742
MID048.A0101	53	2.94602415401715	0.738539968981467
MID049.A0101	75	3.58110193945795	0.826904281116781
MID050.A0101	61	2.69057069664853	0.654500912834405
MID051.A0101	30	2.5084475489412	0.737518958019228
MID053.A0101	24	2.06775050384801	0.650634197603138
MID054.A0101	59	3.0496612241728	0.747917405082525
MID055.A0101	55	2.86094652944225	0.713927791176736
MID057.A0101	61	3.22866827902277	0.782302677306082
MID058.A0101	30	2.38247405703125	0.70048097469337
MID059.A0101	40	2.67630633973682	0.725506586221496
MID060.A0101	47	2.6823465511478	0.69289777089584
MID061.A0101	43	2.36595560418799	0.625221205349111
MID062.A0101	58	3.25852913525617	0.802505816925052
MID064.A0101	35	2.02543075329019	0.569685644910302
MID066.A0101	57	3.19785934374051	0.790951964715817
MID067.A0101	32	2.7645075627268	0.797668270249199
MID068.B0101	30	2.47944070487106	0.728990536756019
MID070.A0101	55	3.0924425527264	0.771695890953725
MID071.A0101	56	3.20941675217459	0.793810550389966
MID072.A0101	32	2.59297633907222	0.748174821104383
MID073.A0101	63	3.30349860316672	0.794323508728708
MID074.A0101	30	2.7069161451872	0.795871524475987
MID075.A0101	22	2.50050909065493	0.808953331565605
MID077.A0101	78	3.5409626041877	0.810391318021668
MID079.A0101	78	3.53060824177445	0.808021599292242
MID080.A0101	57	3.48785563902701	0.858984014790456
MID081.A0101	46	2.92602627033021	0.764246626234938
MID082.A0101	59	3.33534545730147	0.817980338178492
MID083.A0101	57	3.29610634392929	0.811760277232835
MID084.A0101	39	2.65307985920242	0.72418048758788
MID085.A0101	71	3.40257543170029	0.795613998617018
MID086.A0101	32	2.82620122968897	0.815469299725313
MID087.A0101	75	3.53046098845148	0.815210891792764
MID088.A0101	46	2.35978083824308	0.616349402795211
MID089.A0101	49	2.76024219394576	0.709241944003885
MID090.A0101	43	2.93530362802012	0.775675616705505
MID091.A0101	61	2.06799424870799	0.503054658701834
MID093.A0101	53	2.95504376119212	0.744288789221122
MID094.A0101	82	3.56633623952458	0.80707510319158
MID097.A0101	31	2.55546849971571	0.744169487987027
MID101.A0101	73	3.45601831317981	0.802966088648759
MID102.A0101	62	2.98196398871141	0.722526506410048
VLC001.A0101	91	3.55095612932917	0.785299018037362
VLC002.A0101	58	2.95682786082579	0.72515038831711
VLC003.A0101	53	2.90229783263704	0.727578200052417
VLC004.A0101	91	3.57288474024959	0.790148561651967
VLC005.A0101	80	3.45339467684855	0.785853824972964
VLC008.A0101	63	3.0220670193881	0.726653517017551
VLC009.A0101	66	3.15300872452599	0.752570060940382
VLC010.A0101	49	2.73163484498293	0.701891309398088
