#Datasets	CMB001.A0101.unmapped	CMB002.A0101.unmapped	CMB003.A0101.unmapped	CMB004.A0101.unmapped	CMB005.A0101.unmapped	CMB006.A0101.unmapped	CMB007.A0101.unmapped	CMB008.A0101.unmapped	EXB034.A2701.unmapped	EXB059.A2101.unmapped	EXB059.A2201.unmapped	EXB059.A2301.unmapped	EXB059.A2401.unmapped	EXB059.A2501.unmapped	LIB058.A0102.unmapped	LIB058.A0103.unmapped	LIB058.A0104.unmapped	LIB058.A0105.unmapped	LIB058.A0106.unmapped	LIB058.A0107.unmapped	MID022.A0101.unmapped	MID023.A0101.unmapped	MID024.A0101.unmapped	MID025.A0101.unmapped	MID026.A0101.unmapped	MID027.A0101.unmapped	MID028.A0101.unmapped	MID029.A0101.unmapped	MID030.A0101.unmapped	MID031.A0101.unmapped	MID032.A0101.unmapped	MID033.A0101.unmapped	MID034.A0101.unmapped	MID035.A0101.unmapped	MID036.A0101.unmapped	MID037.A0101.unmapped	MID038.A0101.unmapped	MID039.A0101.unmapped	MID040.A0101.unmapped	MID041.A0101.unmapped	MID042.A0101.unmapped	MID043.A0101.unmapped	MID044.A0101.unmapped	MID045.A0101.unmapped	MID046.A0101.unmapped	MID047.A0101.unmapped	MID048.A0101.unmapped	MID049.A0101.unmapped	MID050.A0101.unmapped	MID051.A0101.unmapped	MID052.A0101.unmapped	MID053.A0101.unmapped	MID054.A0101.unmapped	MID055.A0101.unmapped	MID056.A0101.unmapped	MID057.A0101.unmapped	MID058.A0101.unmapped	MID059.A0101.unmapped	MID060.A0101.unmapped	MID061.A0101.unmapped	MID062.A0101.unmapped	MID063.A0101.unmapped	MID064.A0101.unmapped	MID065.A0101.unmapped	MID066.A0101.unmapped	MID067.A0101.unmapped	MID068.A0101.unmapped	MID068.B0101.unmapped	MID070.A0101.unmapped	MID071.A0101.unmapped	MID072.A0101.unmapped	MID073.A0101.unmapped	MID074.A0101.unmapped	MID075.A0101.unmapped	MID076.A0101.unmapped	MID077.A0101.unmapped	MID078.A0101.unmapped	MID079.A0101.unmapped	MID080.A0101.unmapped	MID081.A0101.unmapped	MID082.A0101.unmapped	MID083.A0101.unmapped	MID084.A0101.unmapped	MID085.A0101.unmapped	MID086.A0101.unmapped	MID087.A0101.unmapped	MID088.A0101.unmapped	MID089.A0101.unmapped	MID090.A0101.unmapped	MID091.A0101.unmapped	MID092.A0101.unmapped	MID093.A0101.unmapped	MID094.A0101.unmapped	MID097.A0101.unmapped	MID101.A0101.unmapped	MID102.A0101.unmapped
"Pasteurella"	0.0	289.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	68.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2209.0	0.0	0.0	1046.0	567.0	579.0	1449.0	0.0	434.0	291.0	0.0	0.0	280.0	1641.0	611.0	1384.0	484.0	0.0	427.0	1514.0	516.0	574.0	931.0	0.0	350.0	280.0	1602.0	997.0	0.0	0.0	0.0	350.0	0.0	403.0	0.0	0.0	0.0	0.0	1742.0	0.0	0.0	0.0	2984.0	670.0	0.0	505.0	1259.0	0.0	3074.0	0.0	1328.0	0.0	0.0	0.0	885.0	840.0	778.0	813.0	455.0	0.0	891.0	0.0	0.0	0.0	345.0	0.0	320.0	481.0	0.0	0.0	0.0	1816.0	0.0	1690.0	0.0
"unclassified Pasteurellaceae"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	430.0	0.0	0.0	309.0	0.0	0.0	310.0	0.0	0.0	0.0	0.0	0.0	0.0	416.0	0.0	0.0	0.0	0.0	0.0	438.0	0.0	0.0	0.0	0.0	0.0	0.0	431.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1200.0	0.0	0.0	0.0	415.0	0.0	758.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	252.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	485.0	0.0	524.0	0.0
"Acinetobacter"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	184.0	204.0	368.0	624.0	329.0	534.0	0.0	0.0	301.0	54.0	66.0	338.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Moraxella"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	52.0	35.0	420.0	233.0	243.0	174.0	0.0	0.0	85.0	20.0	0.0	97.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	714.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	702.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	318.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Psychrobacter"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	105.0	26.0	0.0	95.0	101.0	67.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Azotobacter"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	49.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	283.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	649.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Pseudomonas"	2896.0	3762.0	1503.0	1127.0	6784.0	3483.0	3785.0	1069.0	22662.0	1314.0	1913.0	3192.0	2471.0	1834.0	48.0	271.0	1094.0	347.0	509.0	811.0	3199.0	3782.0	1391.0	1786.0	2664.0	4221.0	2317.0	3906.0	754.0	1368.0	1920.0	706.0	1121.0	3301.0	4948.0	1390.0	3215.0	3617.0	1766.0	2322.0	3608.0	1949.0	1411.0	4168.0	650.0	2143.0	7402.0	2442.0	2833.0	757.0	1225.0	1680.0	1890.0	2844.0	3050.0	4986.0	1232.0	2298.0	1328.0	15807.0	1601.0	1248.0	1169.0	6191.0	3221.0	1594.0	2653.0	2067.0	3202.0	9013.0	3379.0	2236.0	1343.0	536.0	877.0	5452.0	2693.0	1844.0	2402.0	3547.0	1542.0	8460.0	2722.0	8335.0	1355.0	5070.0	1025.0	2492.0	1848.0	2647.0	1297.0	1624.0	8242.0	1856.0	5746.0	2538.0
"Thiotrichales"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	73.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	159.0	177.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"unclassified Gammaproteobacteria (miscellaneous)"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	646.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Vibrio"	0.0	0.0	0.0	0.0	0.0	0.0	622.0	0.0	0.0	34.0	30.0	69.0	35.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	465.0	0.0	0.0	262.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	400.0	389.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	361.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	500.0	0.0	0.0	0.0	237.0	0.0	384.0	1153.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	196.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Dokdonella"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	60.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Dyella"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	589.0	114.0	93.0	145.0	170.0	87.0	0.0	0.0	182.0	28.0	0.0	251.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	251.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	266.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	616.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Luteibacter"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	63.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Rhodanobacter"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	313.0	0.0	0.0	0.0	45.0	0.0	0.0	0.0	0.0	0.0	0.0	100.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	342.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Luteimonas"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	31.0	35.0	69.0	49.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Lysobacter"	0.0	0.0	0.0	0.0	0.0	0.0	237.0	0.0	128.0	71.0	117.0	196.0	178.0	102.0	0.0	0.0	98.0	42.0	0.0	112.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	300.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	574.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Pseudoxanthomonas"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	126.0	37.0	81.0	106.0	97.0	82.0	0.0	0.0	0.0	15.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	585.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Stenotrophomonas"	200.0	387.0	0.0	0.0	542.0	326.0	212.0	0.0	416.0	148.0	220.0	350.0	263.0	295.0	0.0	53.0	370.0	35.0	113.0	104.0	0.0	581.0	0.0	0.0	320.0	907.0	255.0	541.0	0.0	147.0	374.0	0.0	180.0	693.0	682.0	0.0	404.0	589.0	0.0	0.0	463.0	0.0	0.0	788.0	0.0	376.0	1018.0	0.0	0.0	0.0	0.0	0.0	0.0	529.0	0.0	802.0	0.0	0.0	0.0	2303.0	0.0	0.0	0.0	1640.0	826.0	0.0	366.0	340.0	375.0	1291.0	0.0	0.0	190.0	0.0	0.0	650.0	343.0	0.0	287.0	574.0	0.0	1003.0	0.0	990.0	135.0	703.0	0.0	0.0	230.0	414.0	219.0	0.0	959.0	0.0	641.0	0.0
"Xanthomonas"	344.0	817.0	0.0	0.0	658.0	483.0	358.0	0.0	381.0	147.0	282.0	362.0	441.0	256.0	0.0	46.0	269.0	91.0	97.0	110.0	519.0	551.0	0.0	0.0	352.0	526.0	323.0	550.0	0.0	206.0	302.0	0.0	0.0	495.0	665.0	0.0	457.0	432.0	0.0	288.0	717.0	0.0	0.0	570.0	0.0	280.0	904.0	0.0	369.0	0.0	0.0	247.0	287.0	396.0	0.0	603.0	0.0	0.0	0.0	2162.0	230.0	0.0	0.0	718.0	437.0	0.0	419.0	310.0	405.0	1158.0	297.0	0.0	145.0	0.0	0.0	759.0	394.0	0.0	380.0	482.0	0.0	1145.0	0.0	847.0	187.0	724.0	0.0	330.0	276.0	365.0	194.0	0.0	1137.0	278.0	724.0	333.0
"Xylella"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	392.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Bdellovibrionales"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	34.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Isosphaeraceae"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	51.0	0.0	0.0	0.0	44.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Planctomyces"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	22.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Lacunisphaera"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	35.0	0.0	56.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Opitutus"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	51.0	55.0	98.0	89.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Brachyspira"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	99.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Sphaerochaeta"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	200.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Treponema"	35711.0	17619.0	33340.0	22019.0	39134.0	39650.0	20490.0	13402.0	566.0	419.0	1072.0	1823.0	1041.0	8717.0	115.0	5217.0	1643.0	40.0	4475.0	0.0	98255.0	10306.0	97540.0	39967.0	20280.0	45921.0	15670.0	18588.0	62616.0	45158.0	59867.0	27372.0	32693.0	55807.0	40847.0	39226.0	56344.0	58667.0	53349.0	74412.0	7873.0	22715.0	99561.0	40777.0	27195.0	41721.0	15774.0	47297.0	95461.0	63614.0	76363.0	58690.0	145389.0	46279.0	37321.0	117161.0	60538.0	83292.0	96657.0	6925.0	57198.0	53516.0	58678.0	18329.0	25636.0	76380.0	28654.0	25609.0	89954.0	22025.0	96198.0	60853.0	25081.0	22768.0	53229.0	42883.0	16472.0	9243.0	13175.0	58037.0	49774.0	31320.0	123162.0	63617.0	33054.0	27847.0	62851.0	44957.0	6566.0	30125.0	78715.0	84355.0	85682.0	166487.0	56223.0	48709.0
"Aminobacterium"	240.0	0.0	384.0	277.0	347.0	353.0	481.0	291.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	795.0	0.0	515.0	387.0	0.0	0.0	0.0	0.0	327.0	182.0	242.0	0.0	213.0	0.0	0.0	0.0	0.0	0.0	351.0	0.0	0.0	0.0	0.0	0.0	181.0	0.0	0.0	0.0	346.0	0.0	370.0	252.0	782.0	0.0	0.0	451.0	285.0	510.0	262.0	0.0	324.0	452.0	0.0	0.0	0.0	462.0	0.0	0.0	350.0	0.0	363.0	0.0	138.0	223.0	201.0	0.0	0.0	0.0	0.0	355.0	316.0	0.0	715.0	526.0	215.0	0.0	0.0	370.0	0.0	0.0	469.0	0.0	0.0	373.0	0.0	0.0
"Cloacibacillus"	375.0	979.0	1444.0	1269.0	501.0	478.0	1368.0	470.0	0.0	0.0	0.0	45.0	0.0	0.0	0.0	0.0	0.0	0.0	69.0	0.0	922.0	0.0	780.0	513.0	0.0	0.0	219.0	367.0	513.0	899.0	633.0	0.0	998.0	331.0	0.0	0.0	0.0	0.0	429.0	0.0	0.0	0.0	0.0	556.0	678.0	0.0	0.0	0.0	791.0	0.0	835.0	507.0	811.0	921.0	0.0	1592.0	626.0	654.0	345.0	0.0	616.0	1320.0	412.0	0.0	510.0	636.0	0.0	0.0	494.0	0.0	539.0	711.0	620.0	444.0	587.0	0.0	394.0	0.0	0.0	607.0	789.0	0.0	989.0	810.0	263.0	0.0	382.0	732.0	0.0	573.0	954.0	464.0	0.0	834.0	0.0	0.0
"Fretibacterium"	143301.0	95640.0	154398.0	125766.0	112388.0	152913.0	195533.0	82001.0	2353.0	1650.0	4140.0	8589.0	3774.0	9575.0	466.0	4706.0	2504.0	61.0	8707.0	100.0	248259.0	12758.0	204498.0	134231.0	24537.0	14280.0	35479.0	27364.0	100881.0	75484.0	76280.0	41195.0	74439.0	46979.0	28982.0	46533.0	58601.0	44358.0	97548.0	64314.0	11645.0	31077.0	80939.0	46320.0	50174.0	75591.0	16789.0	32588.0	104015.0	91531.0	142200.0	97060.0	251506.0	109915.0	86073.0	146563.0	122524.0	181357.0	111562.0	10998.0	98457.0	101587.0	92747.0	32277.0	60196.0	139576.0	21981.0	8907.0	158923.0	42317.0	186893.0	122169.0	43202.0	83563.0	70272.0	78514.0	27888.0	11247.0	13357.0	95674.0	106666.0	43670.0	271663.0	129661.0	82201.0	28001.0	75035.0	114976.0	19087.0	60712.0	207364.0	195673.0	74299.0	120253.0	35024.0	48633.0
