#Datasets	CMB001.A0101.unmapped	CMB002.A0101.unmapped	CMB003.A0101.unmapped	CMB004.A0101.unmapped	CMB005.A0101.unmapped	CMB006.A0101.unmapped	CMB007.A0101.unmapped	CMB008.A0101.unmapped	EXB034.A2701.unmapped	EXB059.A2101.unmapped	EXB059.A2201.unmapped	EXB059.A2301.unmapped	EXB059.A2401.unmapped	EXB059.A2501.unmapped	LIB058.A0102.unmapped	LIB058.A0103.unmapped	LIB058.A0104.unmapped	LIB058.A0105.unmapped	LIB058.A0106.unmapped	LIB058.A0107.unmapped	MID022.A0101.unmapped	MID023.A0101.unmapped	MID024.A0101.unmapped	MID025.A0101.unmapped	MID026.A0101.unmapped	MID027.A0101.unmapped	MID028.A0101.unmapped	MID029.A0101.unmapped	MID030.A0101.unmapped	MID031.A0101.unmapped	MID032.A0101.unmapped	MID033.A0101.unmapped	MID034.A0101.unmapped	MID035.A0101.unmapped	MID036.A0101.unmapped	MID037.A0101.unmapped	MID038.A0101.unmapped	MID039.A0101.unmapped	MID040.A0101.unmapped	MID041.A0101.unmapped	MID042.A0101.unmapped	MID043.A0101.unmapped	MID044.A0101.unmapped	MID045.A0101.unmapped	MID046.A0101.unmapped	MID047.A0101.unmapped	MID048.A0101.unmapped	MID049.A0101.unmapped	MID050.A0101.unmapped	MID051.A0101.unmapped	MID052.A0101.unmapped	MID053.A0101.unmapped	MID054.A0101.unmapped	MID055.A0101.unmapped	MID056.A0101.unmapped	MID057.A0101.unmapped	MID058.A0101.unmapped	MID059.A0101.unmapped	MID060.A0101.unmapped	MID061.A0101.unmapped	MID062.A0101.unmapped	MID063.A0101.unmapped	MID064.A0101.unmapped	MID065.A0101.unmapped	MID066.A0101.unmapped	MID067.A0101.unmapped	MID068.A0101.unmapped	MID068.B0101.unmapped	MID070.A0101.unmapped	MID071.A0101.unmapped	MID072.A0101.unmapped	MID073.A0101.unmapped	MID074.A0101.unmapped	MID075.A0101.unmapped	MID076.A0101.unmapped	MID077.A0101.unmapped	MID078.A0101.unmapped	MID079.A0101.unmapped	MID080.A0101.unmapped	MID081.A0101.unmapped	MID082.A0101.unmapped	MID083.A0101.unmapped	MID084.A0101.unmapped	MID085.A0101.unmapped	MID086.A0101.unmapped	MID087.A0101.unmapped	MID088.A0101.unmapped	MID089.A0101.unmapped	MID090.A0101.unmapped	MID091.A0101.unmapped	MID092.A0101.unmapped	MID093.A0101.unmapped	MID094.A0101.unmapped	MID097.A0101.unmapped	MID101.A0101.unmapped	MID102.A0101.unmapped
"Acidobacteriaceae"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	41.0	22.0	0.0	0.0	44.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Candidatus Solibacter"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	44.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"unclassified Acidobacteria"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	47.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Aquificae"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	105.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	195.0	0.0	0.0	0.0	0.0	0.0
"Desulfurispirillum"	0.0	0.0	0.0	0.0	0.0	0.0	195.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	140.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	273.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Endomicrobium"	0.0	0.0	0.0	0.0	0.0	0.0	1097.0	0.0	0.0	0.0	0.0	0.0	48.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	567.0	0.0	0.0	379.0	510.0	1846.0	1252.0	0.0	0.0	0.0	0.0	0.0	1382.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	546.0	146.0	0.0	0.0	0.0	0.0	0.0	1636.0	2747.0	3023.0	639.0	432.0	1605.0	0.0	3147.0	0.0	0.0	639.0	0.0	0.0	0.0	496.0	2270.0	1175.0	0.0	0.0	0.0	7973.0	1233.0	0.0	1581.0	1679.0	752.0	0.0	0.0	0.0	979.0	0.0	709.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"environmental samples <bacteria,phylum Elusimicrobia>"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	217.0	143.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	302.0	405.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	871.0	0.0	0.0	169.0	193.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"environmental samples <bacteria,superkingdom Bacteria>"	7774.0	8219.0	5803.0	5680.0	7912.0	8540.0	6405.0	7566.0	1032.0	805.0	1023.0	1487.0	1180.0	1516.0	36.0	524.0	293.0	24.0	1678.0	146.0	8502.0	9260.0	7917.0	8144.0	8342.0	7491.0	6789.0	8286.0	8405.0	6515.0	9698.0	6609.0	9704.0	6757.0	12228.0	9461.0	7249.0	7531.0	7492.0	8058.0	8108.0	7203.0	6832.0	10277.0	5706.0	6556.0	9594.0	10307.0	11175.0	5324.0	6942.0	9594.0	12069.0	9022.0	10131.0	12592.0	7521.0	9937.0	7126.0	16059.0	7069.0	7959.0	7982.0	13115.0	9118.0	7293.0	6764.0	4044.0	12392.0	11445.0	9226.0	10414.0	3815.0	3780.0	7152.0	12097.0	7829.0	9673.0	4745.0	9047.0	9659.0	11566.0	11345.0	11499.0	4232.0	9299.0	9688.0	8241.0	3793.0	11716.0	9102.0	10682.0	12420.0	9045.0	9690.0	8456.0
"Rhodothermaceae"	0.0	0.0	0.0	0.0	0.0	0.0	190.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Bacteroides"	1294.0	1066.0	474.0	389.0	2344.0	1087.0	462.0	377.0	0.0	87.0	73.0	197.0	94.0	300.0	0.0	153.0	0.0	0.0	389.0	103.0	1280.0	747.0	1528.0	755.0	1470.0	1120.0	678.0	1081.0	1454.0	1952.0	1502.0	1724.0	1835.0	2532.0	891.0	1490.0	899.0	1553.0	3588.0	1386.0	943.0	1017.0	2395.0	2660.0	973.0	1346.0	1105.0	1505.0	2685.0	664.0	1093.0	5224.0	2985.0	1398.0	4324.0	1878.0	1183.0	1335.0	2751.0	1012.0	2835.0	1339.0	807.0	838.0	1705.0	1629.0	1721.0	638.0	3931.0	1908.0	2087.0	3309.0	1755.0	497.0	3812.0	1740.0	1393.0	1441.0	1064.0	1795.0	2428.0	1203.0	3540.0	1532.0	1642.0	1336.0	2441.0	1754.0	246.0	2546.0	1729.0	3360.0	2509.0	1751.0	2261.0	1925.0
"Barnesiella"	0.0	0.0	0.0	0.0	244.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	133.0	0.0	0.0	158.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	220.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Proteiniphilum"	0.0	679.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	340.0	0.0	0.0	0.0	918.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	453.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	406.0	0.0	0.0	461.0	0.0	0.0
"Odoribacter"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	227.0	147.0	0.0	0.0	301.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	323.0	0.0	0.0	0.0	275.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	448.0	0.0	0.0
"Paludibacter"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	157.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	456.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	328.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	383.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Fermentimonas"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	164.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Petrimonas"	0.0	2477.0	453.0	546.0	0.0	0.0	0.0	228.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	252.0	0.0	0.0	0.0	750.0	0.0	0.0	0.0	0.0	0.0	1194.0	138.0	0.0	0.0	3378.0	0.0	0.0	416.0	0.0	0.0	227.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	411.0	0.0	890.0	0.0	320.0	664.0	400.0	737.0	249.0	0.0	256.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	560.0	0.0	0.0	1025.0	0.0	0.0	0.0	376.0	0.0	558.0	0.0	0.0	329.0	1477.0	0.0	459.0	1058.0	0.0	0.0	0.0	0.0	0.0	1672.0	1273.0	0.0	0.0	1665.0	0.0	0.0
"Porphyromonas"	48217.0	11652.0	34394.0	15084.0	22090.0	25198.0	24753.0	8158.0	433.0	242.0	649.0	1311.0	733.0	2810.0	96.0	1943.0	927.0	22.0	1460.0	0.0	25712.0	3892.0	40025.0	43702.0	3039.0	18290.0	7696.0	8757.0	14858.0	16918.0	20786.0	73824.0	22152.0	11217.0	6410.0	17424.0	17037.0	14804.0	35931.0	19289.0	2800.0	4259.0	42294.0	7627.0	17280.0	9071.0	2439.0	16660.0	28993.0	28438.0	20053.0	31794.0	54966.0	12722.0	35806.0	49688.0	25475.0	25754.0	11317.0	4388.0	52560.0	16822.0	17009.0	5429.0	6989.0	25072.0	7537.0	4752.0	46781.0	85407.0	55326.0	34098.0	15316.0	10860.0	12905.0	11163.0	7966.0	6692.0	4020.0	9739.0	12307.0	6986.0	92995.0	43925.0	12484.0	8731.0	13148.0	23770.0	1871.0	9119.0	21175.0	25253.0	41205.0	88165.0	19727.0	19398.0
"Prevotella"	4468.0	6460.0	3732.0	2152.0	10926.0	5327.0	1284.0	546.0	107.0	507.0	336.0	458.0	166.0	1662.0	0.0	1035.0	255.0	19.0	2822.0	49.0	10897.0	3770.0	7247.0	2857.0	21057.0	6292.0	4477.0	6562.0	5604.0	5139.0	10765.0	5043.0	6816.0	10717.0	18199.0	14324.0	7165.0	10451.0	13062.0	11866.0	12363.0	6847.0	17167.0	19683.0	2451.0	9333.0	7314.0	20587.0	11810.0	2274.0	5820.0	6427.0	16328.0	8039.0	12259.0	12494.0	3872.0	7906.0	11786.0	4450.0	10347.0	3270.0	4399.0	8407.0	14122.0	6350.0	20372.0	7130.0	15259.0	23945.0	5988.0	16775.0	3334.0	1688.0	10482.0	20658.0	18803.0	49169.0	8497.0	13132.0	17576.0	13712.0	9286.0	15030.0	5355.0	12254.0	3904.0	10690.0	3672.0	19640.0	9207.0	26632.0	31745.0	10015.0	28677.0	12456.0
"Alistipes"	275.0	418.0	0.0	0.0	344.0	263.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	281.0	0.0	0.0	0.0	263.0	277.0	0.0	183.0	269.0	225.0	0.0	0.0	293.0	265.0	299.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	648.0	0.0	568.0	311.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	237.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	518.0	0.0	345.0	0.0	0.0	0.0	695.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	196.0	0.0	0.0	255.0	0.0	0.0	390.0	529.0	0.0	0.0	0.0	0.0
"Parabacteroides"	0.0	0.0	0.0	0.0	250.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	137.0	0.0	0.0	166.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	268.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	256.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Tannerella"	374402.0	243641.0	203114.0	125036.0	346837.0	288908.0	221523.0	4474.0	3838.0	1690.0	4102.0	9348.0	6046.0	23837.0	904.0	11462.0	2404.0	227.0	12413.0	174.0	341934.0	21351.0	197317.0	105901.0	42002.0	86413.0	57047.0	70930.0	177888.0	172027.0	143871.0	130008.0	125290.0	163197.0	52459.0	74637.0	114571.0	169369.0	355943.0	148679.0	53100.0	46330.0	160092.0	108767.0	123736.0	94318.0	20089.0	120538.0	278949.0	336443.0	129704.0	378846.0	219032.0	136646.0	104812.0	150144.0	148136.0	81452.0	170559.0	50673.0	254300.0	142208.0	136919.0	45907.0	65160.0	487895.0	75314.0	42541.0	638604.0	73487.0	730575.0	152221.0	118527.0	68831.0	281225.0	145482.0	89036.0	76733.0	51777.0	111742.0	111121.0	55072.0	331677.0	107232.0	111270.0	79527.0	206179.0	124028.0	15566.0	90807.0	134617.0	176095.0	202447.0	364009.0	64526.0	83236.0
"Chitinophaga"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	65.0	59.0	115.0	161.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Filimonas"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	45.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Cytophaga"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	156.0	205.0	256.0	160.0	75.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Runella"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	96.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Hymenobacter"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	55.0	0.0	40.0	55.0	44.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	217.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	284.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Capnocytophaga"	541.0	57092.0	850.0	452.0	78324.0	56299.0	1782.0	0.0	513.0	797.0	4972.0	2830.0	1443.0	22318.0	0.0	8119.0	1908.0	40.0	12594.0	82.0	45344.0	214227.0	6898.0	1523.0	177793.0	550731.0	78244.0	157989.0	3685.0	17550.0	48504.0	19726.0	4802.0	132215.0	464818.0	148800.0	188731.0	152831.0	29531.0	114843.0	161501.0	180171.0	80952.0	88018.0	929.0	85371.0	296380.0	239967.0	118461.0	4081.0	5731.0	668.0	31353.0	64908.0	59595.0	131309.0	1403.0	13562.0	33790.0	281648.0	54748.0	1552.0	8739.0	362327.0	98011.0	18935.0	92496.0	52787.0	116047.0	181390.0	2708.0	61020.0	26903.0	522.0	9414.0	149966.0	129458.0	323688.0	156272.0	37960.0	38611.0	425994.0	9659.0	248796.0	23448.0	344521.0	40866.0	64046.0	127361.0	89715.0	1016.0	11589.0	276232.0	11935.0	386092.0	142593.0
"Chryseobacterium"	0.0	257.0	0.0	0.0	313.0	433.0	176.0	0.0	0.0	52.0	71.0	140.0	124.0	135.0	0.0	40.0	0.0	0.0	99.0	0.0	426.0	2985.0	0.0	0.0	779.0	1184.0	589.0	1395.0	0.0	149.0	263.0	0.0	187.0	744.0	2436.0	1653.0	968.0	596.0	0.0	321.0	424.0	2324.0	321.0	281.0	0.0	0.0	652.0	1408.0	1006.0	0.0	0.0	0.0	0.0	0.0	452.0	684.0	0.0	0.0	318.0	2642.0	384.0	0.0	0.0	2300.0	0.0	0.0	334.0	821.0	489.0	751.0	0.0	1067.0	0.0	0.0	247.0	1530.0	564.0	1889.0	729.0	0.0	301.0	2101.0	0.0	962.0	0.0	1072.0	430.0	0.0	1444.0	529.0	0.0	0.0	1220.0	341.0	1652.0	743.0
"Elizabethkingia"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	91.0	0.0	0.0	47.0	46.0	55.0	0.0	38.0	0.0	18.0	0.0	0.0	0.0	1293.0	0.0	0.0	400.0	603.0	281.0	647.0	0.0	0.0	0.0	0.0	0.0	286.0	1132.0	745.0	423.0	269.0	0.0	0.0	0.0	1161.0	0.0	0.0	0.0	0.0	307.0	631.0	469.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1198.0	0.0	0.0	0.0	1060.0	0.0	0.0	0.0	375.0	0.0	0.0	0.0	488.0	0.0	0.0	0.0	655.0	295.0	883.0	320.0	0.0	0.0	935.0	0.0	0.0	0.0	467.0	0.0	0.0	631.0	0.0	0.0	0.0	579.0	0.0	756.0	350.0
"Flavobacterium"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	421.0	405.0	414.0	385.0	515.0	279.0	0.0	44.0	0.0	0.0	0.0	405.0	0.0	522.0	0.0	0.0	321.0	349.0	226.0	272.0	0.0	126.0	0.0	0.0	0.0	242.0	534.0	0.0	0.0	330.0	0.0	0.0	0.0	365.0	0.0	0.0	0.0	0.0	282.0	443.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	518.0	0.0	0.0	0.0	253.0	0.0	449.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	484.0	209.0	0.0	0.0	386.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	824.0	0.0
