#Datasets	KT01calc.unmapped	KT02calc.unmapped	KT03calc.unmapped	KT04calc.unmapped	KT05calc.unmapped	KT06calc.unmapped	KT07calc.unmapped	KT08calc.unmapped	KT09calc.unmapped	KT10calc.unmapped	KT11calc.unmapped	KT12calc.unmapped	KT13calc.unmapped	KT14calc.unmapped	KT15calc.unmapped	KT16calc.unmapped	KT17calc.unmapped	KT18calc.unmapped	KT19calc.unmapped	KT20calc.unmapped	KT21calc.unmapped	KT22calc.unmapped	KT23calc.unmapped	KT24calc.unmapped	KT25calc.unmapped	KT26calc.unmapped	KT27calc.unmapped	KT28calc.unmapped	KT29calc.unmapped	KT30calc.unmapped	KT31calc.unmapped	KT32calc.unmapped	KT33calc.unmapped	KT34calc.unmapped	KT35calc.unmapped	KT36calc.unmapped
"Actinomyces timonensis"	2780.0	513.0	465.0	590.0	447.0	238.0	607.0	0.0	306.0	372.0	1370.0	429.0	480.0	562.0	372.0	403.0	412.0	497.0	1190.0	608.0	440.0	609.0	1428.0	526.0	420.0	410.0	369.0	488.0	587.0	308.0	758.0	371.0	703.0	452.0	331.0	0.0
"Actinomyces urogenitalis"	2631.0	573.0	465.0	871.0	699.0	246.0	601.0	0.0	373.0	402.0	434.0	466.0	570.0	756.0	363.0	552.0	444.0	365.0	525.0	595.0	481.0	397.0	1034.0	382.0	450.0	510.0	542.0	466.0	829.0	386.0	729.0	349.0	801.0	627.0	360.0	230.0
"Actinomyces viscosus"	4397.0	510.0	727.0	641.0	488.0	656.0	961.0	2866.0	288.0	505.0	671.0	613.0	263.0	832.0	709.0	622.0	481.0	629.0	1684.0	743.0	198.0	1527.0	2451.0	811.0	291.0	296.0	405.0	375.0	1311.0	304.0	2609.0	618.0	1040.0	307.0	314.0	0.0
"Actinomyces sp. HMSC035G02"	2411.0	0.0	0.0	284.0	0.0	0.0	0.0	1250.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	201.0	0.0	0.0	641.0	0.0	0.0	291.0	442.0	0.0	0.0	0.0	0.0	0.0	587.0	0.0	1568.0	0.0	0.0	0.0	0.0	0.0
"Actinomyces sp. HMSC062G12"	1252.0	470.0	576.0	699.0	0.0	2379.0	1991.0	568.0	0.0	244.0	460.0	355.0	281.0	0.0	822.0	1011.0	350.0	289.0	1105.0	3004.0	638.0	512.0	897.0	0.0	0.0	0.0	512.0	836.0	559.0	471.0	1740.0	844.0	638.0	1415.0	497.0	706.0
"Actinomyces sp. HMSC075C01"	4226.0	1128.0	1562.0	1395.0	650.0	1997.0	1772.0	1902.0	708.0	779.0	979.0	810.0	449.0	843.0	2083.0	856.0	1145.0	1798.0	1292.0	1741.0	444.0	2729.0	2682.0	1937.0	547.0	443.0	627.0	985.0	1822.0	569.0	2909.0	1062.0	1221.0	694.0	699.0	452.0
"Actinomyces sp. HMSC08A09"	4799.0	521.0	616.0	634.0	322.0	652.0	968.0	3293.0	290.0	464.0	614.0	648.0	237.0	751.0	756.0	546.0	442.0	653.0	1791.0	696.0	0.0	1498.0	2641.0	861.0	316.0	303.0	371.0	338.0	1208.0	284.0	2818.0	635.0	916.0	293.0	338.0	0.0
"Actinomyces sp. HPA0247"	3175.0	0.0	0.0	340.0	0.0	0.0	0.0	1601.0	0.0	0.0	0.0	0.0	0.0	596.0	0.0	259.0	0.0	0.0	3433.0	0.0	0.0	390.0	680.0	0.0	0.0	0.0	0.0	0.0	620.0	277.0	2236.0	0.0	0.0	0.0	0.0	0.0
"Actinomyces sp. oral taxon 170"	15306.0	2686.0	1884.0	3472.0	2389.0	638.0	3149.0	45890.0	452.0	866.0	2880.0	1836.0	919.0	3792.0	1271.0	5733.0	893.0	1212.0	21972.0	1784.0	655.0	4987.0	15534.0	1741.0	1509.0	2637.0	2182.0	583.0	2790.0	1190.0	53260.0	3150.0	5128.0	1035.0	1263.0	551.0
"Actinomyces sp. oral taxon 171"	7215.0	1514.0	1483.0	1971.0	1083.0	1841.0	2236.0	6413.0	644.0	829.0	3019.0	1088.0	528.0	1282.0	2012.0	1945.0	1208.0	1763.0	2008.0	1836.0	465.0	4761.0	5936.0	2036.0	712.0	962.0	1080.0	883.0	2089.0	725.0	5989.0	1247.0	2020.0	750.0	772.0	417.0
"Actinomyces sp. oral taxon 172"	5656.0	0.0	0.0	325.0	0.0	0.0	619.0	1075.0	0.0	0.0	341.0	293.0	0.0	784.0	0.0	312.0	0.0	0.0	1152.0	0.0	0.0	412.0	605.0	0.0	0.0	0.0	0.0	0.0	1607.0	900.0	1576.0	0.0	371.0	0.0	0.0	0.0
"Actinomyces sp. oral taxon 178"	1016.0	788.0	1271.0	0.0	1653.0	0.0	896.0	716.0	0.0	285.0	1729.0	688.0	509.0	1134.0	436.0	876.0	292.0	490.0	0.0	861.0	241.0	689.0	741.0	672.0	657.0	321.0	527.0	195.0	1600.0	587.0	749.0	945.0	842.0	482.0	419.0	0.0
"Actinomyces sp. oral taxon 180"	1172.0	0.0	0.0	0.0	0.0	0.0	0.0	498.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	440.0	0.0	600.0	0.0	0.0	0.0	0.0	209.0
"Actinomyces sp. oral taxon 414"	158597.0	123243.0	125942.0	95884.0	231502.0	58494.0	161552.0	70324.0	82731.0	100122.0	236154.0	130016.0	190988.0	361644.0	97481.0	82797.0	140609.0	111143.0	50000.0	208139.0	114161.0	104309.0	248605.0	141513.0	166782.0	92657.0	133696.0	117348.0	335035.0	123967.0	107346.0	135036.0	308202.0	138240.0	103869.0	60562.0
"Actinomyces sp. oral taxon 448"	1550.0	1832.0	1351.0	986.0	2028.0	511.0	1721.0	539.0	647.0	998.0	1480.0	1372.0	1344.0	9605.0	846.0	1111.0	986.0	1059.0	567.0	1483.0	1265.0	1666.0	2224.0	1366.0	1074.0	699.0	999.0	988.0	1358.0	1023.0	1059.0	5074.0	1200.0	2011.0	1185.0	535.0
"Actinomyces sp. oral taxon 848"	9777.0	389.0	6911.0	0.0	1062.0	745.0	943.0	13588.0	0.0	369.0	10059.0	2970.0	2398.0	7331.0	7311.0	365.0	332.0	2703.0	25505.0	22411.0	0.0	10343.0	3529.0	9730.0	1414.0	509.0	291.0	0.0	3587.0	6694.0	3224.0	32873.0	8110.0	0.0	5672.0	0.0
"Actinomyces sp. oral taxon 849"	4844.0	1755.0	2878.0	961.0	2840.0	304.0	4027.0	2777.0	211.0	1204.0	1905.0	1546.0	1055.0	4282.0	1884.0	3577.0	686.0	1615.0	4243.0	3506.0	675.0	3429.0	6167.0	2613.0	1714.0	1718.0	690.0	318.0	2284.0	2976.0	4585.0	1871.0	3012.0	2781.0	2722.0	293.0
"Actinomyces sp. oral taxon 877"	4211.0	3278.0	4636.0	612.0	6070.0	343.0	3150.0	2805.0	334.0	1223.0	5979.0	2583.0	1836.0	3811.0	1661.0	3581.0	923.0	1552.0	1294.0	2716.0	906.0	2711.0	2917.0	2550.0	2371.0	1119.0	1800.0	537.0	6134.0	2081.0	2747.0	3751.0	3028.0	1690.0	1561.0	300.0
"Actinomyces sp. oral taxon 897"	2676.0	1869.0	1606.0	1377.0	2060.0	840.0	1792.0	520.0	1183.0	1244.0	1706.0	1653.0	2063.0	2400.0	1103.0	1310.0	1567.0	1226.0	199194.0	2332.0	1240.0	1368.0	3481.0	1563.0	1840.0	1296.0	1757.0	1642.0	2582.0	1291.0	1558.0	1447.0	2688.0	1735.0	1143.0	641.0
"Schaalia cardiffensis"	26613.0	1833.0	0.0	3297.0	2356.0	7161.0	4331.0	621.0	65322.0	9176.0	3977.0	14434.0	3145.0	4220.0	2033.0	6056.0	13093.0	2654.0	12324.0	26107.0	1468.0	1204.0	13741.0	11688.0	37672.0	18097.0	22042.0	24492.0	8241.0	7987.0	15200.0	5887.0	9811.0	0.0	4173.0	20914.0
"Schaalia georgiae"	2912.0	5463.0	24210.0	1036.0	11036.0	1229.0	13262.0	1569.0	208.0	2037.0	7152.0	4826.0	2325.0	807.0	5497.0	4616.0	2383.0	2454.0	750.0	10632.0	3016.0	5172.0	2440.0	2909.0	1767.0	552.0	907.0	1504.0	4098.0	3006.0	4272.0	4078.0	3224.0	10140.0	4755.0	483.0
"Schaalia meyeri"	1077.0	495.0	551.0	740.0	0.0	2448.0	1914.0	459.0	0.0	238.0	446.0	384.0	303.0	0.0	789.0	974.0	367.0	252.0	979.0	3083.0	632.0	464.0	858.0	289.0	0.0	0.0	575.0	791.0	540.0	408.0	1771.0	864.0	503.0	1389.0	502.0	754.0
"Schaalia odontolytica"	15184.0	237.0	0.0	1344.0	0.0	219.0	1009.0	9277.0	296.0	418.0	536.0	516.0	0.0	1037.0	0.0	1370.0	0.0	0.0	3656.0	0.0	0.0	2252.0	3477.0	506.0	332.0	969.0	274.0	335.0	2646.0	983.0	11346.0	1109.0	559.0	0.0	0.0	0.0
"Schaalia turicensis"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	299.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	330.0	0.0	219.0	0.0	0.0	0.0	0.0	0.0	0.0
"Bifidobacterium boum"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	208.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Bifidobacterium dentium"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1349.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Corynebacterium argentoratense"	1138.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	181.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	624.0	0.0	0.0	0.0	0.0	336.0	0.0	603.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Corynebacterium durum"	2106.0	711.0	709.0	287.0	892.0	0.0	0.0	23844.0	0.0	0.0	1040.0	440.0	0.0	495.0	0.0	681.0	0.0	0.0	2200.0	0.0	0.0	9210.0	8079.0	924.0	422.0	432.0	0.0	0.0	0.0	0.0	3248.0	0.0	0.0	0.0	0.0	0.0
"Corynebacterium matruchotii"	125524.0	17701.0	178191.0	1478.0	5981.0	0.0	12434.0	114649.0	0.0	1928.0	43136.0	23291.0	14021.0	27139.0	13735.0	32459.0	1205.0	13111.0	121258.0	27221.0	4768.0	92487.0	2673.0	17925.0	19702.0	20356.0	25738.0	0.0	107578.0	9500.0	28788.0	35198.0	39211.0	11618.0	2862.0	7886.0
"Cellulomonas flavigena"	1702.0	0.0	0.0	0.0	0.0	0.0	0.0	1010.0	0.0	0.0	0.0	285.0	0.0	0.0	0.0	207.0	0.0	0.0	691.0	0.0	0.0	285.0	0.0	0.0	0.0	0.0	0.0	0.0	1219.0	214.0	926.0	0.0	0.0	0.0	0.0	0.0
"Kytococcus sedentarius"	3153.0	0.0	0.0	0.0	0.0	0.0	300.0	1656.0	0.0	0.0	0.0	467.0	0.0	382.0	0.0	366.0	0.0	0.0	1072.0	0.0	0.0	467.0	643.0	0.0	245.0	0.0	0.0	0.0	1667.0	351.0	1861.0	0.0	0.0	0.0	0.0	0.0
"Rothia aeria"	19674.0	0.0	1333.0	808.0	510.0	0.0	262.0	127270.0	0.0	0.0	4342.0	0.0	464.0	565.0	1235.0	1413.0	0.0	1019.0	64348.0	529.0	0.0	43097.0	61967.0	1304.0	908.0	6340.0	302.0	0.0	1875.0	463.0	60505.0	824.0	29187.0	0.0	714.0	0.0
"Rothia dentocariosa"	0.0	504.0	0.0	0.0	0.0	0.0	0.0	8512.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2310.0	0.0	0.0	1359.0	1419.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3618.0	0.0	618.0	0.0	0.0	0.0
"Rothia sp. HMSC036D11"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1947.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	586.0	0.0	0.0	351.0	389.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	856.0	0.0	0.0	0.0	0.0	0.0
"Rothia sp. HMSC058E10"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1171.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	541.0	0.0	0.0	0.0	0.0	0.0
"Rothia sp. HMSC064D08"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2885.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	907.0	0.0	0.0	516.0	600.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1155.0	0.0	0.0	0.0	0.0	0.0
"Rothia sp. HMSC065D02"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1257.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	555.0	0.0	0.0	0.0	0.0	0.0
"Rothia sp. HMSC065G12"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1019.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Rothia sp. HMSC067H10"	0.0	206.0	0.0	0.0	0.0	0.0	0.0	3496.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	999.0	0.0	0.0	524.0	521.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1410.0	0.0	0.0	0.0	0.0	0.0
"Rothia sp. HMSC069C01"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1989.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	605.0	0.0	0.0	306.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	845.0	0.0	0.0	0.0	0.0	0.0
"Rothia sp. HMSC071F11"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1858.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	585.0	0.0	0.0	298.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	779.0	0.0	0.0	0.0	0.0	0.0
"Rothia sp. HMSC08A08"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1009.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Xylanimonas cellulosilytica"	2076.0	0.0	0.0	253.0	0.0	0.0	0.0	1021.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	585.0	0.0	0.0	0.0	436.0	0.0	0.0	0.0	0.0	0.0	461.0	0.0	1304.0	0.0	0.0	0.0	0.0	0.0
"Sanguibacter keddieii"	2665.0	0.0	0.0	300.0	0.0	0.0	0.0	1324.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	223.0	0.0	0.0	813.0	0.0	0.0	357.0	519.0	0.0	0.0	271.0	0.0	0.0	601.0	284.0	1771.0	0.0	0.0	0.0	0.0	0.0
"Micromonospora inositola"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	419.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Nocardioides alpinus"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	309.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Nocardioides sp. Root122"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	365.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Propionibacterium acidifaciens"	0.0	232.0	0.0	0.0	0.0	0.0	0.0	0.0	148.0	0.0	0.0	0.0	245.0	43694.0	472.0	0.0	166.0	0.0	0.0	0.0	0.0	1527.0	376.0	0.0	0.0	419.0	0.0	232.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Propionibacterium freudenreichii"	0.0	229.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	319.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	465.0	0.0	266.0
"Propionibacterium sp. oral taxon 192"	4322.0	1676.0	447.0	522.0	886.0	207.0	1298.0	0.0	254.0	1124.0	6875.0	768.0	780.0	6134.0	451.0	3946.0	296.0	576.0	6369.0	533.0	931.0	693.0	1754.0	1798.0	1177.0	462.0	556.0	370.0	2606.0	824.0	1258.0	627.0	818.0	1379.0	4477.0	526.0
"Pseudopropionibacterium propionicum"	143461.0	219456.0	115197.0	61161.0	176240.0	44045.0	122279.0	91119.0	2261.0	50474.0	117177.0	108841.0	138499.0	103153.0	146736.0	166470.0	34486.0	70296.0	151595.0	133760.0	143106.0	142424.0	82523.0	55853.0	38630.0	36369.0	58331.0	3993.0	111588.0	65102.0	219974.0	129815.0	183902.0	195263.0	66085.0	28842.0
"Saccharopolyspora flava"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1427.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	190.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	429.0	0.0	0.0
"Streptomyces atratus"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	297.0	309.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	494.0	0.0	0.0
"Streptomyces lunaelactis"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	280.0	0.0	0.0
"Streptomyces sp. 136MFCol5.1"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	177.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Streptomyces sp. NBRC 110027"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	197.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Streptomyces sp. SceaMP-e96"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	190.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Microbispora rosea"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	383.0	0.0	0.0
"Microbispora sp. ATCC PTA-5024"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	402.0	0.0	0.0
"Microbispora sp. GMKU363"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	351.0	0.0	0.0
"Microtetraspora fusca"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	351.0	0.0	0.0
"Microtetraspora glauca"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	689.0	0.0	0.0
"Microtetraspora malaysiensis"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	378.0	0.0	0.0
"Microtetraspora niveoalba"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	422.0	0.0	0.0
"Nonomuraea candida"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	357.0	0.0	0.0
"Nonomuraea coxensis"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	317.0	0.0	0.0
"Nonomuraea indica"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	489.0	0.0	0.0
"Nonomuraea jiangxiensis"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	356.0	0.0	0.0
"Nonomuraea maritima"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	349.0	0.0	0.0
"Nonomuraea solani"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	353.0	0.0	0.0
"Nonomuraea wenchangensis"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	329.0	0.0	0.0
"Nonomuraea sp. ATCC 55076"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	290.0	0.0	0.0
"Nonomuraea sp. SBT364"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	442.0	0.0	0.0
"Planobispora rosea"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	542.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4520.0	0.0	0.0
"Sinosporangium album"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	517.0	0.0	0.0
"Sphaerisporangium album"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	645.0	0.0	0.0
"Streptosporangium canum"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	595.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4370.0	0.0	0.0
"Streptosporangium roseum"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1659.0	0.0	0.0	405.0	0.0	0.0	0.0	264.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13381.0	0.0	0.0
"Streptosporangium subroseum"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1260.0	0.0	0.0	326.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10234.0	0.0	0.0
"Thermoactinospora rubra"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	510.0	0.0	0.0
"Atopobium fossor"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	230.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
